receipt,category
"MEG maiderhead Road Service Station
Maidenhead Road
\!indsor
Berkshire
SL4 5EL
Tel : 01753 309458

Thu OF Oct 2023 17:14:32

3tore 630 POS 1 Trans 734
Op Name Chandra
SALE
Diesel £102.23

Pump4: 60,891 @£1.679/L
fotal £102.23
VISA DELTA tS £102.23

Motor Fuel Ltd

VAT No

| ; 123 4141 61
io Rate Ex . VAT VAT Inc . VAT
h 85.19 17.04 102.23
Otals 85.19 17.04 102.23

——— oe ee ee oe ee
ee ee oe ee ee wee ee -—— ~—~

BPme Rewards
Points earned this visit: 120
Points balance: 4823
Bonus points earned 60
Your points are worth £24.11
Card Number: XXXXXXXXXXXXXX5191

CUSTOMER RECEIPT
Card payment

APPROVED
Receipt no. 9634
Date/Time 05.10.2023 17:14:45
Application name VISA DEBIT
AID 40000000031010
Card XXXXXXXXXXXX3BH7
Auth Code 005254
Action code 00000030/00
Terminal ID 31111657
Transaction number 817
Merchant ID 2101528814
=ntry Mode Chip
5TAN/BATCH 147935/1736
CVM PIN
Amount 102.23 GBP

rr re i a i wet.

MN

020006300 40
Thank You

con
am)
BO
/)
Bm
Oo

Please Come Again
Drive Carefully

Order Wher Fate / Just Fat Online

",Personal Upkeep
"See OO”
Portsmouth Argos
207-211 Commercial Road

Portsmouth
PO1 4BJ
9202802 Se
£13.49
10 £13. 49 weee eee
£13.49

cae cn a ee ee

Oh no, you missed out on 13 Nectar points,
For more information about Nectar:
argos. co. uk/nectar

Total: GBP 13.49
AUTH CODE: 0011
TRX ID:. 000288261 797899
MID: ""396062
TID: ‘ore5104

i
St ue e Wd sy
i Ne

== CARD PAYMENT =.
Commercial Road
AQ0000002501 0801
AMERICAN EXPRESS
XXXXXXXXXXX 1004
13/10/2023 12:12:33
022516 16041988
SALE
CONTACTLESS
NO CARDHOLDER VERIFICATION
PAYMENT APPROVED

D683EBOD83B3E603 80
CARDHOLDER RECE IP)

ee ee TT ee ee a ne ~~

ON ee

Col lect jon Point xD
Order Number *AG

AS ne mee ee
- ON Ns eee A ke
ST ee me te an ee .

ne i a
— ee
we ie

Notified Terms & Conditions Apply

Thank You For Shopping At t Argos

Ao a mes me a,
Se Se ame a,

TO ae ee eo -_—~

Hou WAS your shopping exneries-. go).
",Personal Upkeep
"Me

yas
ae

woe D +

ry ye: at

YO 2

: fa eas =e

co RS ie a .

wR ~ IN St

i Sar x oo ee SUAS

xAxPOr a chanue to wr bot awe
Please tell tus frow we did today al
www. tellas dda. com

ee 4 ns aes LP ones
fa \'\ <i , ! nf S
j eer AL A.

frog? a aa
ai, ana

ASDA STORES L FD
Wh ASDA COM
MANAGER TAN DALEY
TELEPHONE (11750-52401
SLOUGH,

ST. 04134 OP. 009040 TE. 40 TR. 95194
WOMENS DRESS 505919211233 £9 O0V

MENS JUMPERS 505919223293 £7 .O0V
WOMENS BRAS 505919248507 £14 .00¥

Asda Rewards
TOTAL $30.09

CARD £30.00

TOTAL EPS £30.00
EPS NO. 9493
AID AeGO0000031010
CT:80 “¥-FED37F36BOC20BE8
Visa DLiTy
aDevice Verified
A/C No. naxx xxax xavx 0258 0 C
TERMINAL Ne. 0015454122
AUTHORISATION No. 016912
Visa Contactless

16/10/23 10:15:97

CHANGE DUE. £0) 00
PLEASE KEEP THIS COPY FOR YOUR RECORDS
Ne ITEMS SOLD 3

130 ‘i siti edt 0636 mT | ’
Ma
i i gi a
OP aonmiirs  ..! Ada. wu or
nome Got i vais uol lection in ‘clore
a ree 10:16:05
",Personal Upkeep
"|
|

| | WICKES SLouaH cao SLOUGH (340)
PS S840)

S' ough T tnee ~

S ough, racing Estate, :

: SL1 aun. |
Tel :- 01753 233009 |
TRY 886 e883

336 7258 SE S88 7258 81

eS
22/10/28 15:4? 02-1949

410 Til 2

aESESEoaoaoaoaoaoaaaaoao—eeeeeeeeeeeeeEeEeemmmumu=®@

| OB1 Mu’ ti-Surface S&8A 290ml White

237011 1 @ £8.00 8.00 a
OB1 Mu’ ti-Surface S&A 290m] White
_ - , 237011 1 @ £8.00 8.00 a
CPS es OB1 Mu’ ti-Surface S&A 290m] White
wa “eos 2%) 237011 1 @ £8.00 8.00 a
=~ OBI Mu’ ti-Surface S&A 290ml Clear
es, 237007 1 @ £8.00 8.00 a
pee Gg POR OB1 Mu’ ti-Surface S&A 290m] Clear
Bp 287007 1 @ £8.00 8.00 a
we -.. ~ ®* Spend Level Saving 4.00-
ety SALE Total aan
. £36 .00
. —————
s “eae Change 4.00
x gn LES ———— ess
. “£2 V.A.T. Breakdown
m 2) a 36.00 @ 20.000% VAT 6.00
as Total VAT 6.00
———— eee nen

You Have Saved
<4 .0O0

—_______—_~______ nn

Total | No of Itemsi9 of Items:95

WANNA

8400294922102""
| Wickes may ask for your personal |
| deta’ ls on refunds,this is to monitor |
i and prevent against fraud.Data given |
| will be used in accordance with our
| privacy policy. You are not obliged |
| |

_|

to provide your personal details to
obtain a refund from Wickes.

i i

| How was your visit today?
| Let us know and
: you could win £250.

] Oe ga ot tae tA lL Lisp aleanc pico

",Personal Upkeep
"!

Either scan below

Or go to www.tiletalk.co.uk
Enter this code
0910227893118
To be in with a chance of winning
250 pounds
Thankyou and good luck

Nate =s—(<itsé‘ézrme:~= Transaction
16/10/23 07:58 109102-278931
Today you were served by Mark
Customer : 91395 -000158205

we tO a a A ee pn Pune eee

ONE

fo aceee Nee A eeaemnn, Tarim 8S

tne aA obeemm

Complements Oak s/e 10

SKU 695917 2 @ 17.45 34.98 D

iotal ttttt*”
Casn 50.00
Change -15.02

vat p 20HO8 6.OSC*«*S CB

VAT RegNa.: 453154266

ry Ree tne . ern ek ot om anal: ad Camere * ak aan + ons re Se nL aes
nee AA RU ets nt ea a adie

ow

oyalty Summary

af 23:59:

current points balance as
436

Points to he awarded:

jp to 24nrs for the poirits
ad ta your account

1G Tl NEAREST. 1D

it can rake |
to be acd

“UNTY PRICES SHOHN
ano wilh
",Personal Upkeep
"' OEBIT MASTERCARD

_ TOTAL

254 Commercial Road
Portsmouth
Hampshire

POi1 1HH

This is not 4 VAT Receipt

BY MY BEARD COND £1.19
BY MY BEARD OIL £1.19
BY MY BEARD OIL £1.19
GLADE AERO CLEAN £1.29
BY MY BEARD STYL €1.19
/
BALANCE DUE =. «CSCC UL
CARD £6.01

Total number of itens sof d =
CHANGE £0.00

CUSTOMER RECEIPT
43/10/2023 14:55:17
RECEIPT NO. :216974
MID: XXX02069

Arp: A000000004 1010

TID: KXX9485

MK XXXK XXXX 7221
PAN SEQ NO. :00-

SALE GBP6.01
GBP6 .C1

PLEASE DEBIT MY ACCOUNT
NO care VERIFICATION

CONTACTLE
PLEASE (EEP fHIS RECEIPT FOR YOUR

RECORDS
AUTH CODE :522273!

CASHIER NAME: Andrea
C0802 T001 14:55:19 130072023

RECEIPT NUMBER: 9485 STORE: 02874

VAT No: 7/7947160
THANK YOU FOR SHOPPING AT SAVERS

SAVERS HEALTH ANv BEAUTY LIMITE)
, /

. a
Na
",Personal Upkeep
"SS

|

: \ “available ynti-23/01/2024.""
x

"" f ""Me dey heat

Store: 0419 feast: “ouueg
Oper: 4298 | oe, 40/11/2023 4

— ARCTIODS,

| | big’ labels, sma1| prices
/ Unit 2) The Bishop Lent re jBath Road

ee 1628 665316 VAT. jo 662 5635 24

| sale é a
BEAUTY 4 6 . 39
42/20 021216 ° es eae:
J ITEMS  SUBTC OT AL OS ov QQ |
TOTAL ek ars £3.99
_ Cash yet af, £5.00

‘
CHANGE RE ee gh £7.01”
Refund or Exchanpe eval lable unt il
| 08/1 2/2025. :
For Chyjstmasy gifts, avichabige or a tt card

clusions appily- see ‘over leat, for details.
Please retaiy fo. ya recor 15, po

J / 3

199622
Faas euiieaen; r iy r
she 1h nN i 1) i

CUSTOMER COPY

be
",Personal Upkeep
"|

{

1 ! “(
‘a ine!

254 Coimercial oad
“oe tse cui
“lanpsl 1 re

20 Le

Tals (3 vot a WAL teceipt
DERMA V1O L. (PAT 21.02

ST VIT C FACE MA 21.00
BATIST= BLL. sHul D3.23

BALANCE UE me

CARL So. 285

fote] minder of itens ao g= so
COHAN SE St, Ca

CUSTUMER RIECE (Po

06/11/2025 Lb. 26, 40

RECEIPT NC. 1i4ee

MIC: XC 2CH . PND MK G4 7
ATO: AGOCOCOO Jono

VISA DEETT

XXXM XMK KOCK (B19

PAN SEQ WC. 10

SALE 3p 25
TOTAL 3BP3. 25

PLEASE CRIT 4¥ ACCOLNT

CONSUMER DEW. CE VERTRI CHT TON
CONTACTL.=5°5

PLEASE K=EP 408 SECETPY “OR YOUR
RECORDS

AUTH CODE: 3.4110""

CASHTER NAME: Marvaly
coco TOD: 16:42:02 BNCV 2023
RECEIPT NUMBE 2926  STCRE: 92374
Le OR ee Le
THANA YOL. FOS SHOPPING AT SAVES

SAVERS HE ALTA ANT BEAUTY LIMITS
",Personal Upkeep
"AID: 40000000031010

s, small prices
eet. Southampton

VAT No bb” 5635 24

big label
64-66 Above Bar Str
Tel: 919023 80 631000

cale
£16.99

MENS MODBOX
92/06 864426

| ITEMS SUBTOTAL | £16.99
TOTAL | | £16.99
Payment Card £16.95
MID: XXX62752 TID: owe

CONTACTLESS
Visa DEBIT XXAx XXXX XXX"", 6055 D

Auth No: 624696 PSN: 00 Receipt: 31392
SALE: £16.99

-«kCONSUMER DEVICE VERIFICATION
Please debit my account
Please keep this receipt for your
records
Refund or Exchange ava’ lable unti |
14/11/2023. '
For Christmas gifts, exchange or gift card
. available until 23/01/2024.
Cyclusions apply see overleaf Tal details.
Please retain for your records.

Store: 0104 Register: 00007 Tran: 8075
Oper: 3592 14/10/2023 17:32:90
EEE TEE me

Ke CUSTOMER COPY 4
",Personal Upkeep
"H) pa

uf (Arad les

ve M le

ie

id
1®

WAay| Cs mercial ead
""oetsre cure
Jatpsh'i re
V0 LH
Thuis 3 sat @ wai Qecelp

OFM By w 4OC AL.
CFM B/W 400 AL
DFM B/W 400 4.

BALACE CUE
CARL

fotel nunoe- of iters ae’
CHANGE

CUSTOMER RECE “p°
06/11/2023 +6946 43
RECEIPT WC. : 1 3qe.4

MIC: KXMCIZCB

AID: AQOCICONE 1771.9

DEBIT MASTERC 4RD
XXXX XKMK KI

PAN 5EQ VC. : 0

2570

SALE
TOTAI.

PLEASE DEBIT 4¥ ASCOT
NO CARDHOLDER ys AIFICOT ICY
CONTACTL 255

PLEASE K=Ep
RECORDS
AUTH CODE

OES SECETP) Sop

98%) 28 |

CASHIER \AMI:
COCOS TOW:
RECEIPT VME: 2.

Marval
16:¢1 44

N25 STORE.

hh Wo: 77 9« 710
THANK Yul PQ SHO: “PING AT

OAVERE HE \L > 4 AND:

SI

il

BEAUTY

t

PILL ORM 41g & 7

als 7. 47
abi? 7, 47

Yi)

NOV 2023

Ji237'4

WAVER S

~IMITE>

/

/
",Personal Upkeep
