receipt,category
"eouneelll ave oe a

Poundland Limited
Thank you for Shopping with Poundland 01753 512542
Connect vith us on Twitter @Poundland |
Ww. Poundland.co.uk/help/contact-stores/
VAT Number: 547 5429 gh

ws’
ate
wees eee eae a

oe pe Fe
a hae :

PURE DEEP ULEANSE WIPES 25) ( £0.50 oo
OPK WALCERS BAKED CHECSEBONTUN Po F40G
(2% £2.00) a 7 ae
PURE SENS CLEANSING WIPES 2hpK F or
BELLS IBUPROFEN 2006 SiT 1APK p ae
(Z x £1.00) ne
Age Contirmed Over 16 ca Oe
URALB EXTRA WHITE 1/PASTE 75H. p 1.50 0 aR RY
(2x $F.95) ORL e
WILLOW BAKING BUTTER 2506 i £2.50 3 ph
(2 x $24) Pe ee
FOIL ROLL SOOHKXT2 p £1.00. by
ELWLEN DOUBLE CHEAH 270ML Z £2.50 is
(2 x £1.25) =
Pullover # Buttons Green:treen [ £7.60 ,
Kit Square Neck lop:Purple:i fi £5.00) 2; :
300G LAVLAS DIGEST IVES x £1.00 | °

(2 x £0.50)
Multibuy Savings

SNACKING 2 FOR £3.50 -£0.50
xx fotal for 17 item(s) inclusive of VAT £28.00
(VAT paid) ——-* $366
CASH £4) 00
*« Total Payments E40 06
Change £12.00

A Chance to WIH

£100 Poundland Vouchers
by telling us about your visit
www. pound land.co,.uk/tell-us
One Winner Per Month
See website for T and Cs
Closing date 31st December 2023
tt TeSa eee Soli cesT TLS tLece cose Less es eee
ii Wl at i poundland.co.uk

ET

2081-9- non -arin/20 ‘seta
—

aa

7 fpr
PON i, wn ge

oe,
i on we
. .
2 4 .
OF eee

mS
>t aa
we esd
oe
",Groceries
"Big Brands Big Savings

B&M Retail Ltd
SL1 4XP

SALES VOUCHER

Customer Copy

MILKA CHOCO/CHUNKS 5SPK
SCRUB BUDDY/5 PACK
POPPETS STRAWS/TOF 10PK
W. JASMINE 4PK/QIL

STRIPE TOP MONO/STRIPE TO

Total ( 5 items)
PAID BY
Card Tender

CUSTOMER RECE [PT
25/10/2023 16:13:51
RECEIPT NO. :41884
MID: XXX 73334

AID: AO00000003101U
VISA DEBIT

XXXX XXXX XXXX 9812
PAN SEQ NO. :00

TID: XXXX26 /6

GBP 13. /5

SALE
GBP 13. /5

TOTAL

PLEASE DEBIT MY ACCOUNT
CONSUMER DEVICE VERIFICATION

CONTACTLESS
PLEASE KEEP THIS RECEIPT FOR YOUR

RECORDS
AUTH CODE : 002 786

Please retain for your records

oR

VAT No. 673 5836 01
NO REFUNDS OR EXCHANGES
WITHOUT A VALID PROOF OF PURCHASE
Check out our App on IOS or Android Phones

a , a ee ee Tee ee

",Groceries
"Great Sa’* as |
East |.
U3 6BUb |

MOAQrderPad 2182

Dina 29 Oct 2023 15:06
Table: 6 ¢: 4 ORDER #: 9405
WALK~TN
IS ALLERGIC: NO
3 Steila Artois = 15.60
1 ULSD SF Refill = 3.90
| Skw Chicken = 14,99
1 HRV DN23 Eve & Sun 20 =~ 17.49

1 BRG Dirty One
1 Chicken Goujons
1 HRV DN23 Eve & Sun 20 =~ 17.49
1 BRG Dirty One
1 Breaded Mshrms
1 HRY DN23 Eve & Sun 3C = 19.49

1 BRG Bynd Dirt VE

1 Calamari Strips

1 Rocky Horr Sund
Product Group Summary Oe
Wet 3,90
Food And Drink 85.U6
20% VAT Net 74,13
20% VAT 14.83
20% VAT Total 88 .96
Total .—”—.:—«O« 8B. 965

Thank you for visiting us today!
We would love to hear your thoughts at
www .guestsurvey .co.uk/harvester

Tel 02392 651051
VAT 232 153 895
",Groceries
"iy | haliords
AC Oa da COO aE IOC TACK AO

How did ye do today?

We're ke

ere keen to improve our services,
So tell us what you think and we’ 1]

enter you in a prize draw to win £250.

dust wisit
wal, giveusasteer, COM

JOGO IO HOD OR TOOK ROAR IAI IA IIA

S_LQUGH, BATH ROAD
380, Bath Road
01628 603312
VAT Number : (3B797077669
www. hai fords, com

SALE
735366 MetaTek SOB Yel \w Tr £16. 40
178454 NP HD Film Qblong P| £1. 60
Registration Number: HW 700KV
VAT Amount: - £3, 00
Total £18. 00

4 Drenium Notoritng Club Nenber could
have saved £10,90 today

Cash £20, 00
Cash Change £2. 00

Store: 0800 Tili: 002 qvan: 930237
Date: 13/09/2023 14:25:56

Item(s) Sold: 2
Item(s) Returned: 0

Please retain for your records

‘qui

53 C

Thank you for shopping at
Halfords

Rajmeet served you today.

= = _

ie)
",Groceries
"M&S

.
tSI (864

60 High Street
Maidenhead
Berks
SL6 1PY
01628 783601
VAT NO. GB232128892
www. tarksandspencer . cori
hi 24865881738 Sorsft Anml Crw £17.50
[ 036351867159 Twl Pritck Phte Tr £27.50
[tems: 2 Balance to Pay £45 .00

£45 . 00

Card Tendered :
xx xPAYMENT APPROVED*xx

**XCARDHOLDER RECEIPTxx*

VISA DEBIT

MID: xxx06782 TID: **x**3937
CARD: 446291XXXXXX2346 AUTH: 013223
READ: CONTACTLESS PAN SEQ NO: 00
AID: A0000000031010

NO CARDHOLDER VERIFICATION

VISA Contactless

| PSPC CCTCCCCrecesererecr errr rere ts Sere Te srt

i xx Join Sparks Today! Kx

KRERKKRKRKRERAEKAAKKKE NKR KKK ERA AK RRR KKKKK

| Fancy the chance to jet your shopping
for free?

|
| Want to know you're helping charities?

) Join Sparks at
mnarksandspencer .com/joinsparks
or download the M&S App

Good things happen every time you shop

Please retain for your records

If our M&S refund policy applies
the Jast date for a refund/exchange is

28/01/2024

Refunds may still be given in accordance
with your statutory rights.

|
Terms and Conditions apply, see
@marksandspencer .com

| TICTIT TSS TOCC TOS SCC CSS TTT TT TT TT.
FOR REFUND PLEASE RETAIN
PRODUCT BARCODE LABEL/SWING TICKET

RRR KKK AK RR KAR RRKR RAK KK AA KKK EKA

10:5¢ 00281331 99441 110 1070

iL

| | : |
9990210701100993410

13/10/23

",Groceries
"ALDI STORES
Plot B, Sutton Park Avenue

READING 4
GBP
64568 JUICE LEMON/LIME 0.49 A
Total O.49
1 ltems
Card Sales GBP 0.49
| A 00.0% Net 0.45 Vat 0.00 oe S
/ £3379 775/160/011/805 23.10.23 20:24 wpe OS

Thank you for shopping at
Britain's Best Value Supermarket
#A4]diEverydayAmaz ing
Every day, seven young people oo
Aged 13-24 are diagnosed with RS |

cancer. If you can, support Rh

Teenage Cancer Trust by = |
texting ALDI3 ta 70490 to donate £4. rr ars
Texts cast the donation amount plus me ge .

one standard network rate message. ee are
When you text, Teenage Cancer Trust LP PEG ee
may use your telephone number os gg”

to reach you by phone or SMS. ae
If you do not wish to receive i

20:24:17 23/10/23)

Card Number: #719 00
Visa DEBIT

Merchant ID: ##37373

Terminal ID; #**4#0872

EFT No: 3162

SALE

Your account will be debited
with the total amount shown:

Goods: 0.49
Total; GBPO.49

SOURCE : CONTACTLESS

APPROVED
Authorisation Code; 908445

AID: 40000000031010
verified by Cardholder Device

pjease keep this receipt for your records

pyGTOMER COPY

",Groceries
"i
l

Argos pee
ae | Be
Reading Forbury Argos | as

Unit A2, Forbury Retail Park, Kenav
Reading
RGI “>

pS

9312737 OS

SP ay & ae

Juice 3 10000mAh rho Bank 90; Bla 7 NSRESS sg, SQ
1 @ £14.99 7 . Po Se ippehBe alg Ss
wee) Le eee ro Y + ese one

ital 99 |. ae

ota | di :
oS an ee = re ee

“ ra
hes, 3
ee ae

we fg:
Ber pe. B B:
ar be aa

ay rive

ti

Bond : / iv; 5 47,
ed Ae AS, a
ES TT, KB oe ees we

Sead
Py)
f fie f- a a é
ee < Ae vo
L Lise OBS ty,
het t fay eS ae
2 (ty mB fs 3 A diss 4, a Ip
BO Cage AR el Te wo
eka oe es tea DA | ae
5 ; a, | pe oe
&

Oh no, you missed out on 14 Nectar |p
For more information about Nectl<«a:
args. co.uk/nectar

a

Pad sr : OO > TA €
| hata CBP 14,99 a

[RX iD: ""48319385948500
MIDs Fa 388R2
rib: “eles on ro hal

~= CARD PAYMENT ==
YU AZ Reading Forbury
A0000000031010
CLSVISA
XXXXXXXXXXXXG/19
12/07/2023 15:52:14
022247 16079078
SALE
CONTACTLESS
VERIFIED BY DEVICE
PAYMENT APPROVED

2223566DB03830B4 80

CARDHOLDER RECE IP]

_ Order Number #9

Notified Terms & Conditions Ap

Thank You For Shopping At Ar

How was Your shopping exper lence
For
a chance to win
[500 of Nectar points visit

a, argos, Ca, uk/storefeedbac

“Res % 790 TXN: 20569 Date: 12/07/

~— ee _

ee ee ee ee .
",Groceries
"ALDI STORES
Plot B, Sutton Park Avenue

READING 4
- ‘yr . x
128331 SUPER JUICES 250ML 0.99 B
64196 Paracetamol 0.39 B
703257 Ibuprofen 0.42 b
Tota 1.680
3 Items
Card Sales f 1.80
B 20.0% Net 1.90 Vat 0.30

50 Va
#9481 775/160/013/807 24.08.23 12:18

Thank you for shopping at
Britain's Best Value Supermarket
_— #AldiEverydayAmaz ing
Every day, seven young people
Aged 13-24 are diagnosed with
cancer. If you can, support
Teenage Cancer Trust by
texting ALDI3 to 70490 to donate £3.
Texts cost the donation amount plus
one standard network rate message.
then you text, Teenage Gancer Trust
may use your telephone number
to reach you by phone or SMS.
If you do not wish to receive

12:18:36 24/08/23
Card Number: KPEKERERKARED ] 19 00
Visa DEBIT

Merchant ID: ¥*#37373
Terminal ID; #2402
EFT No: 4098

SALE

Your account will be debited
with the total amourrt shown:

Goods: 1.80
Total; GBP1.80

SOURCE » CONTACTLESS

APPROVED _
Authorisation Code: 858728

AID: AgounNGa0031010

Verified by cardholder Device

Please keep this recelut for your records

CUSTOMER COPY

",Groceries
"ey TY Soy —,

- . te fos fe, nN

PCP EEE,
ete

weds
at:

is

en'f
“yar |
: reer S .
a rn

aoa ao

ces

. Pow Le
re

Piee

ee

AE ORY: hare Me) et ee
: iene R.. 2 sa te = Bom

’ EG BI tat
1 re ee

cy aod ae Ree ae
A NS “pe
ay: -,

hae “™ .
pee
tes en
r ase

ye

tL.

es

rer Lea
| *

bo
50396892

awe

7)
tsmouth

art

{

“

{
ot

= . oa,

. < . ”
4 a: oe
bSm o 4 ree
nw . o's, {§} é .
id ; my 2
yoo oe wm <D.
! e tae
ee Ome # oe

a

ies
»

Se a ee Ta ed)

S

ae Ps
25} wT ee : Fhe 4 7

‘
5
aN

F
‘
set

,

“a

wer IN te bk ey oe Se

Ls
Ne
Qa
(

Feud

Rd

—CARD-

“

Se ne re erry

Stac
- TOTAL

",Groceries
"JIN

KIOSK WEST SOUTHAMPTON
PHONE: 0800 368 4990

20/1)9/2023 15:04 92758
sea 1sCS14 07 Trans: 519157
SUC COLE QTY PRICE AMOLINT T

SMC 20.00 4 26.99 25,99 P
1OCU12E7 0076143980003 BERMUDA

SNC 20 90 J 25.99 25,99 P
10902247 4076143825103 SWEATSHIRT
RCK 20.00 | 0.10 ().10 P
10003260 k000010000003 Bas M

Total Net 43.40
YAT 20.60% 8.68
TOTAL 3 52.08
AMEX online £52.08
AMEX
AMEX
PURCHASE:

Zara Southampton
Southampton

Merah. 690002100436252
A} JC. 10003826101
aie 26/09/23 Time 15:04
IM) 69C02285 STAIN 025041
Mod Grline CTLS ICC
Gut 827220 OPER, 029495
Bun RESP. CODE 00
Prat KKK IIH KK GES 7
EXP UR WHER
maf 000000025010901
APH. HMERICAN EXPRESS
nig OOFM TCC 826 TY 00
iC 826 UN FFA4EE?F

IVR 0000008000
ALGIL O298E9F57246BA 10
TAD 06940103A20102
PAN SEf.N 00
AHGUNT GBP 52.08

TRANSACTION APPROVED
THANK YOU

WG VERIFICATION

date for exchange or refund
rdance with our policy is
20/10/2023
Ihe timing stated on the back of the
recerpt should be ignored

tha Lest

fia @cO

",Personal Upkeep
"| JiNIX\

e
KLOSK WEST SOUTHAMPTON
PHONE: 0800 368 4990

“2 any

£9/U9/29023 15:06 92758
Sude PGT: O7 Trans: 519158
SBC COLE GTY PRICE AMOUNT T

. Sal 2u.900 | 45.99 45.99 P
ICOOT SCE ~=0819723780736 TROUSERS

38.32
7.67

[otal Ned
YAE 20 OO

FOTAL

Credit/Debit card online
Visa
Visa
PURCHASE.
Jara Soulhanpton
Scuthamp tan

Merch. 2100435252
AY 1.C 10003826401
Hote Z2C/09/23 Time 15:04
Imi. 10002285 STAN 030042
Mod. Orniine CTLS ICC
Hut 613883 OPER. 029496
Rust. ke SP. CODE 00
VISA CONTACTLESS
KA ERKEKIRERKG (TO
KKEK

PAN
. EXP IK
! , 8 iD 0500000031010
|} APFI. Visa DEBIT
- Ait OSF3 ICC 826 TT OC
| fel 826 UN OC7O70EF
| TR 000000000C
. aru DEB 310/7HA11TFE51z
LAD 1£426332A0000000G601C
0362730000000040000C
06¢-0000000000000000C
7 VOD
PAN SECLN

ole
AMUUNT GBP 45.95

Verified by device

JRANSACTLION APPROVED

THANK YOU

ite iast date for exchange or refund
os eccoroance with our policy is
20/10/2002!
ite timing staled on tre back of the
receipt should be ignored

",Personal Upkeep
