receipt,category
"/\/\@\TALAN

FAREEERADRH LR R RER R F TN KK K

¥ Matalan Reward Card *
A No = 050100016648088 *
RN RO RO ONE X ORK ¥ 00060k 8 SOk K XOF
EAN Description

Price Amount

3275159000050 BABYCABLE JUMPER GRE

20% OFF £30 15.00 12.00 1
/ 3466228000066 LS TEXTURED TOP BFIG
| 20% OFF £3(Q 12.50 10.00 1
3465783000024 BASIC HIGH NECK RIB
20% OFF £30 10.00 8.00 1
| 3373613000031 YURU PRINTED SHIRT P
; 8.50 8.50 1
| 3373613000048 YURU PRINTED SHIRT P
| 8.50 8.50 1
Coupon
100000009997559291123
"" Total to Pay £ 47.00
' Cash £ 40.00
' Visa £ 7.00

Y VEESVE 2SI REANE Y ET R R R E L Y EYSER]
¥ Your Sav nu. Vsaday £7.90 .
ARRTE MY KA KA KD A AR RERRAT XA AR K AR

Vi Analysis:

"" Gul: Raiz Trans Amount VAT
T 47 .00 (.83
Datc ""I Store Till D Tran
o R 132 B 8 Be167

Last date or Refund 01.02.24
Visit us at Matalan.po.uk

Matalan Retail LTD
Perimeter Road, Knowsley Industrial
fstate, Liverpool L33 151

VAT NI 534 5886 18

O A

20 NR27672
",Personal Upkeep
"x ] ;‘""
,' ’I‘( “] '{ . - L. .-
i’ ] - x\/
‘l [ .
\ 'y 2 i
“ v\l r A~ .\ ( & }
i R AN,
N ’/ ' , ) ( \\// /
by J L\
Y / \ N
I“' & -// / 4 } l
! T TR
\, o~ g
Y, A . N
\ AN et
of l” _ // { j V

qulh.nML!ﬂi|Navnnh

BEM Restail g

U ERENE

SALES VOUCHER

Cus tomer Copy

NivEA LAND URM/ZHUNE Y 7hML
LINUN 4PK/0IL

v LUBE WAX MELT/GRATLT L
EOUGUR MAGNE T /24 SHEE 1S
MOND STRIPL BSK/MONGO STR]

fotal ( h ilems)
PALD BY

Card Tender

CUSTOMER RECELPT
1771072023 11:44:58
KECEIFT NU.:40493
MID; XXX 73334
AlD:ADOO0000021010
VISA DEBIT

XXXX XXAX XXXX 5812
PAN SFQ NO. :0U

SALE
TUTAL

PLEASL DEBIT MY ACCUUNT

£r.eh
£ .hu
f1.%0
£t O
£10.00

£16.2%

f16.25

TID:AXXXZE 16

GBF 16, 25
GBI 11,1

CONSUMER DEVILE VERIFICATTIN

CONTACTLESS

PLEASE KEEP THIS RECELFT Frile YOUR

RECORDS
AUTH LGDE 003114

Olease retain for your records

Vil N

b DU HING

Y

O .:'\

01
STTER AN VBN
",Groceries
"ll "" ||“‘ h w“l""ll""
Ww .hl w“l !
W | N

/ [ \\( \‘J /i)
1L
A Iu\ R n
\l()ll U
,IV‘ ,\l I, 1K
lehN""hﬂ R I'j,ll' "" IR “""‘""'nv
v l\ ) N ' . \';‘
wmml °'m\(ﬁ&¥%m”f"" xvimﬁ
Aﬁﬁl gnbglrﬁﬁhyn }};hun
Ay { S ‘.8';.\1)!{~‘| n?lil 0 gl
RS Soadzatdo ot o
\ :“. ""‘\\]ut"""".‘ ONy, ‘,((‘):“géll ‘:‘? 190 o ,’l,"", ,
(il 1 MI‘;\,‘ l)Q\Ol]Qb""]())("",(i!; l‘j| )
slll’llihlﬂ N% {NI N ggg‘)ugbdg ,Ix/L)l ‘\;ll)‘- !)0“)
CU(‘UNG ONYg hﬂqu(',yld i 0. /)
LAGNCRER™ ON sy /047 b o0V
CER Y R0/ .00
MINE Oy 208750 0179
fhiou® i Ll
<p 0P 01)000 '15‘,/~2., £ ‘)U”
|2§Q§Nk gggg}g?ﬁélaﬁl fﬂfhpﬂ
povC R Lo
g b, o
‘0' NOO EJU“ . \“/l 10 .
,'T;-([).}.ZNOOBLLL 5‘88:”{%83&: o //J,{v;
e A1 142039 NIRE
('LRITAL BApo 762,',)' p 337? X i
f)’@VONNAIQEb §°00f$35301/ 1 fob
ESSER $%wmm§ v SOV
e B
NOODLESV Rl” 832“9’109339 ’ ’ l
n?ﬁ?g ED 10 CLEA§ 204380l 131 ‘w A
5 2
Mmmmﬁmﬂ”Wm
540708 . -
,\_)I\LAMI 40084(48?,11 N y o)
RANKFURTER D060 /59,47 11 o \
QEDU(TD TO CLEAR WAL “ h‘)l
COOKED MEATS ‘5030804 1 g1.290
AMER g g S
- 002047 {.
ELMLEA 871920020476 &1 000
ASDA BAKE 000002732570 £0.90D
PASTA SAUCE 305244966864 g1.25V
s BUmSS Y
456 5V
£1.25
SWEETS 400990054610 () 750
PASTA 0547819002 K070
SWEETS 400990054608 o0 - 5V
SWEETS 50571;383138 £0 38V
SWEETS 5057172091 >
SWEETS 505717209190 88-%23
SWEETS 505717289198 u LU oy
SWEETS T 50971/20919 -~
SWEETS 501047801451 g1.1§5
SWEETS 501203595227 £1.2 v
SWEETS 505717209197 £0.30
s mrmy oo
s 283533393176 £1.10V
2&2&?3 501047853391 £0.25V
SWEETS 501047853391 £0.25V
P 505478174114 £1.15V
SNACRS 05717257915 ¢1 1oy
Lon 200005029540 £1.50D
VUPROFEN 000002727505 ¢ oop
IBUPROF 5522
0L 50171230 £0.50V
PARACETAM 2057172712645 £0 200
PN CRRSTE 00109055614 £2.20v
TOOTHPASTE. 5717293119 €1 50
CAKE T 505717212205 £2.500
COOKED HEAT 200002040846 £1.99)
EGGS 509955602504 £
GER D 434599 e17 90D
CHOC BRIOCHE 288823712702 g} %83
POPOOR 0540702784 5 5en
CHEES 501006730150 1 19y
SUGAR 50100673 £1.19p
SUGAR 309955602168 £1.25)
BURGER 509955602166 £1.250
BURGER . 741303990~ £1.50v
CHOCOLATE 505717212322 £4.70p
CHICKEN 50{‘];2%25925 &5 0V
5
WATER 5098, 0156995
HATER 5054701 £2.00v

sda Rewdf‘ UY SAVINGS
o NULTNI%B o7
pasta’™ ’, SWNG £1 48

) oduo ]IBUY
T VEHVED £1.98

. EPg i?lli~§?
[()m ' 112,56
",Groceries
"‘D
T =N —~{k§> ANV ACES
>Nl Lo =
nmeuwhq;eVQﬁgfgwaeattnﬂﬂef
O16.28 661029
Sainsbury's Supermarkets Ltd
33 Holborn london ECIN 2H1
www . salnsburys.co.uk

Vat Nunmber- : 660 4548 36

GULD BLEND COFF £8.10
Negﬁar Price Saving ~£3.10
*BTTRKST TOFF FPOP X6 £2.25
Nectar Price Saving -£0.75
xJS RDY SALTED X6 £1.15
*RK COOKTES&CREAM °2.00
Nectar Price Saving 401,65
4 BALANCE DUE 9. 40
COLLEAGUE DISCOUNT
£9.00 @ 15% 21

[S]1 6341 76%x xxxx J034
ISSUE NUM. 2

Visa DEBIT £7.65
contactless 1))
[ICC] xxxxxxxxxxxx5812

AID: A0000000031010
PAN SEQUENCE: (0
MERCHANT : xxx%x 9990
AUTH CODE: 003844
TID: xxxx2414

Cardholder Device Verified

CHANGE 20.00

YOUR SAVINGS TODAY: |
PROMOTIONS -£4.50
COUPONS -£1.95
TOTAL SAVINGS -£5.89

X*X*%***X********K*X***X**X**W*X*X*XX*X*

MY NECTAR SUMMARY
[C] *kxk KKKK KKKX 7580012

POINTS EARNED ON £7.69
PREVIOUS POINTS BALANCE 248
POINTS EARNED 7
NEW POINTS BALANCE 255
VOUR POINTS ARE WORTH £1.27

xwxxxkxxwx*x*r**xwx***xwxxxxxx*xwr******

Check your Nectar app 1o sSe€€
points carned on offers.
xxxxx FoOr a chance 1o Wir X&aX%

100,000 Nectar points
blease tell us how we did at
lettuce-know. com
**‘KX'l******X****‘X*X***K**’!

PLEASE KEEP FOR YOUR RECORDS
PUBLISHED TERMS AND CONDITIONS APPLY

AR PR A
",Groceries
"VIVASAYI SUPERMARKET
27-31 ELMSHOTT LANE
CIPPENHAM SL1T 5US
UK

Tel: 01628668115

Staff: Gowry Varathan, Till ID: 1
Sale Date: 26/10/2023 13:56:48

ey o PRICE(%) . __ AIY TOIAL(E)
NAN PERI PRI RUB SH/BBQ 2 1.29/ea i 1.29
BULDAX HOT CHICKEN 700G 5.49/ea 1 5.49
TOTAL - £6 .78
TOTAL QTY :2

CARD : £6.78
VISA

Auth Code: 003935

Exp Date: 0230

Method: CONTACTLESS

Card: skkkkkikkxxkb812

CHANGE £0.00

RATE ~ NET(E)  VAI(E) TOTAL(E)
0.00 6.78 0.00 6.18

s

=
S

O

Printed On : 76/10/2023 13:56:48

| Thank you for shopping with us

",Groceries
"‘\ ‘lv\\“ ) "" ‘) N4 Ve YW 7T I
. :

Poundland Limited

*thank you for shopping with Poundland 01753 512547

Connect with Us on Tuitter @Poundland

JHpoundland. co.uk/ i

. I.co.uk/hplp/contact-g

VAT Nusiber: 547 512vh2r stores/
“ 4

lppu_HRLLuNl SHACK f (4l 1t
BELLS TUUPROFEN 2004 gy 16P% : L

2 X E'!DUO) i’:’ﬁ.UU
Hae LonFirned Over 1g

i UIL ROLL 300MHK 121 p -
""RELZER BAGS SLIDE 7)p (50K . ; AR
URSCENTED TEm - * £ 0
N ED TEALTUlTY gy 20PK T o
ROURGD ¢0tyim nnn - ¥1.00
COURUCOTTON PADS 100pK 0 o
DSk e e FHERRES 24P ¢ .
iavy | LN PURP REFTL ) £\ 50
z:“: Laalgs Hight Rope fasis:M P £6.00
"" _{ltdi fur 10 iten(s) inoiusive of Vil £17.7%
(UAT waid) £7.75
LREDLT/DEBIY CARD £17.75

CUSTUNER RECETPI
POUNGLAND LD - 2081
[45-147 FARNHAN R0 SLOWGH RETALL PARK SLOVGH . SL1 4XY
17/16/2023 11:05:34
RECEIPT NO.:160¢1
H1D: KXK45254

A0 A0G00000031010
JUsA DEBIT

UK XXKE XXKK 3199
oN SEQ HO. 100

T KRRKZ934

St GEP 1T 15
ro GBP17 .75
pLEGSE DEBIT WY “V@Q?ﬂf N i
CONSUHER DEVICE VEBIFICH ik

CTCTESS

EE:J?;SF KEER THIS A CEIPT FUR YUUR RECqRys
i COvE:01T2 ¢

o paypents —_

o [utht paym .
Y [u o

Chang®
",Groceries
"&

& Twihes | are
S cugen
S .1 54
01753 5348 1
VAT ro. 531127233

SALE TRANSACTION

061299 Bee Zalerca 2327 £1.79
0Z03€7 2024 fraeMeryri8Hies £4.49
079311 10 Ra2fuse Sacksz lirew £1.20
822511 Fabulcsa Sra, Mix 2 £1.00
317719 Reus: Bac - El 3pl ar £0.45
20p Cf* Bag -£0.20
083827  SHARNCOD BALTI SAUCE £2.€0
0E3357  SHARNCOD BALTT SaUCE £2.20
083857  SHARANCOD BALTI SAUCE £22.80
317334 1.0YD GROSSMAN SAICE £3.00
337977 BOLOJPF)E AU £3.00
317334 1.0YD CROSSYAN SALCE £3.00
3 for §5 ~£7.40

No. 1tems 11
Balarce to pay

18 .73
Local Cash £20.00
CHANGE £1.27

sxYCU HAVZ S AVED
7.6)
CNCOUR MULTISAVE PHOMOT IONS*x

Last cav to chargs vour mind is 11/12/2023
This coss not affect yoor statutory rights
Excius ons axily - Sec ouer eaf for detalls

Lot us know how we i t0d6]¥° card

WO Cance te win a £200 gift
r / ,ercvranae co. fk/storefeeddaC
fi4¥ e

[IME
(L. ¢F NC  TRAN:. DATE 11:35
5 J 3454, NS iE 2771 1/2023

fl///li/ﬂl//ﬂ/lﬁ////lll” o

9990211 23CiL( ) 3N5T

Lday you we € Szoved by

",Personal Upkeep
"\ . ¥ ‘ 'I 4
I\(‘ ,‘ 1(
L ll )

10y '.}(v.
i || di¢

'd‘)(,(] C Ol

/;\ (_Nﬂ |
// / { , ) //

.. A\\.w l // )

ASDA %lORts LID.

MANAGER T
rELEPHON LAN DALEY

OL753-524017

N 20m ..,
‘()(1'15/ )

ST. 04154 Op 005833*f .
I T S
MUSHROOMS 00000 a001225 £1.200
SWEET POTATO 0505545700 50"" tob
BROWN ONIONS 05085451490 £0_.95D
SALAD KIT 505‘17185817 é]:lSD
SALAD BAG 205478158074 £0.80D
TOMATOES 506308929539 £1.00D
CABBAGE 026760400123 £1.230
PERSIMMON 5051413893751 £1. 290
PERSIMMON 505141389375  £1 .59
SALAD BOWL. 5057172858981 £2.00D
SALAD BOWL. 50571723104l £2.00D
COOKED MEAT 505717212205 £2.00D
CRACKERBREAD 501026500080 £2.00D
CHOCOLATE 761303990571 £1.50v
SAGE 000002114270 £1.00D
RAISINS 000002721208 £1.10V
PEANUTS 000002721207 £1.10V
BITE 505085453987 £1.100
YOGURT 402550027748 £2 .50D
EGGS 000002040846 £1.99D
MILK 500018102405 £2.30D
LOYD SAUCE 500035416479 £1./9D
LOYD SAUCE 500035416479 £1.79D
SLICED CHSE 5054070150291 £2.69D
SLICED CHSE 5054070150291 £2.65D
BISCUITS 301776036339 £1.29V
REDUCED TC CLEAR WAS £2.00
CRISPS 500032801330 £1.00V
TOWEL 905717232242 £3.00V
TOVIEL 905717232242 £3.00V
HOMENS TRS 505919517037 £e. 00V
HOMENS TRS 505919543743 Ko
WOMENS BRAS 505919248507 Ll ooV
VOMENS TI28S  5059195/8145 00 .00V
ﬁﬁﬂFNE COAas 505919415877
a ewardas
UL T IBUY SAY lﬂ:ggégi)
Cheese 2f£4.5 290L 8
Salad bowls 2f£3.950 1GZL 00 58
Produce, 21%2 1750 U.

YOU SAVED £1.8%

TOTAL  £107.05
CASH  £110.00
CHANGE DUE £2.99

MS SOLD 3o
"" IT[ 1033 6019 A

v TR

I

i‘“
‘

R
i
‘
",Groceries
"g

383-389 Bath Road

S1ough
Vat No. GB B98 43197 43

Sale

’ ;»? PT MIDXT COAT Ld32 £18.00
F o oby |
ur Black .03)
lze. o (¥S) (310)

OTAL - £18.00

TunTiegg - V!sa DEBI;
| ‘ ]83205X7kxk*3159
- ~<)er~ : 004195
SR »xx09/23
ot 10 xxxx0013

£18.00

u’edbe debit my account as shiown

""))

o o cardhoiaer ver: yfication

. - Ease retaln for yeur records

LA e ot

~

M

whiat 17T yvou change yvyour minda?
e are happy to offer anm exchange or
credit note for any unwanted 1items
urned within 28 days of purchase. Ttems
nust be returned in their original
. kaging. in perfect saleable condition

and with a receipt.

~afunds will only be offered 1n accordance

«ith your statutory rights (which remain
unaffected).

“or nygiene reasons, underwear, hosiery,
swimwear, pierced jewellery and beauty
products cannot be returned. Footwear
cannot be returned if it has been worn

outdoors

“lease retain the recelipt as proof of
purchase.

<@ less? Scan here. Limitless caraee*
o possibilities await.
/23 16:38 660103 0316 0054 3853

EE?EEﬁﬁ ln r‘T} ]
Xyl Tﬁ'

nr3

i LY

PN 2E.. ¥+ COF NP g
",Personal Upkeep
"/ New ook Retailers [ td

Mercery Road,Weymouth,pT13 SHJ
VAT Reg: 429 2144 60

PURCHASE

UG38HA42H 10,00

SFRENA L ACE BoDY 900
L ucal Markdown
OLBRS4. g 1) .00y
NORENA L ACE RODY 0y
Local Mar kdown ’
08292934
TATTO0 LACE THONG 3,00
Local Markdown -2.00
5045150153263 _
3PP MONO FLORAL LAGE 5.00
Local Markdown ~-4.00
5045154001218
AWZ3 BTS PVL ADJST T 13.99
BTS 20 pct off UK BM -2.80
5045154325680
""ITER 32.99
Total £48.18
You Saved £26.80
VISA CONTACTLESS £48.18

=== CARD PAYMENT ===
AID:A0C00000031010
Yisa DEBIT
Card: koo kx5 g 12
Token: 4818911558265475812
Pan Seq Nr: 00
ContactlLess
PUS.2122.20230902.1.229621.

SALE

—

Amount :

GBP48. 18
CARDHOLDER DEVICE VERIFIED
Auth: 008259
Ref: 300577
Merchant: *xx78501
TID: »xxx2201
EBSEE20F83CBD770 80
Date: 02/09/23 Time: 15:38:38

CARDHOLDER COPY
PLEASE RETAIN FOR YOUR RECORDS

Store: 2122 Till: 01 Tran: 200601
Date: 02/09/23 Time: 15:38 Oper: 7011590

PLEASE NOTE SALE ITENMS - EXCHANGE DNLY

87 available date for return is 30/09/23

You were served by Noor
Please retain your receipt for refunds
| Thank yoy for shopping with New Lack
1N Siough Bath Rqg Retail Park (C1753 21~

Uit
",Personal Upkeep
"[
""( gy Y

lJ [Jlshmﬂoﬂﬁh

T LY 0T ST e

Freetton Bxlira |
Ay questions pledase Visll
Wiww . tesco. com’store-Tocator
VAT Number-: GB 220 4302 31

1 Volvic Natural Bottled Mineral £1.00
Still Water 11
Meal Deal -£0.30
l.ove, corn Bbhg Eoazted Carn £1.00
Snack 45¢g
Meal Deal -£0.29
Teszo Plant Chet A1l Day £2.85
Breakfast Sandwich
Mpal Deal -CO 86
Sublotdl £4 85
Savings: -£1.45
Promatlong -£1.4%
TOTA! £3.40
Cdrd x3 40
Flubgar# points eurnew 6

Clubnarj polntg ha aNCE

[T SR X ST

- v e N -

Madt@rgjrd Debit
AID:

a77

A00UD00 )041018

xﬁ*kkAkAIAAXJ

Number 0
Par seg.ence no: 190159
Authorisation codé L 2BG505

Merchant :

,MA rk,

JE

28P

|

nc,H 't(_) W] ”
Vi’\t www tebeVlMW% com |

llﬂil \ﬂlﬂlll I [

RO3‘

-_,‘.-'""

o

- T e e

4 iLOLO [Qb(O qrft card
20 nlubomwipmlnts

& C'S dpp\y

R e P

il ﬁ( i

wea  cwm ewm cmA = o -

-

,,4/01/4'(),4 .ZU 2‘) *,m o 4""./&) thu Kout 076
",Groceries
"A
\
\\
\

~+ .7 Drange Juice Smocth

AT e
3lough - Bath Road
VAT NO. GB350396847

Sti17 Spring Hater 3 x £1.75
Multipack Crisps 2 x £0.85
ChupaChups Bestof10s
Kid Sweets Banana
Parsley
Mixed Herbs
- MYTk Nut Chocolate 3 x £0.75
~Chilli Multigr Snack
~Micr Popcorn Salted
~Strawberry Cones
- Chocolate Cones
' Pistachios
~Apple Filled Carame]
' Snack Mix 8 Variants
{ Energy Drink Classic15x £0.42
- Split Pot Fruit Yog
Stracciatella Kugeln
-+ L.Casei - Multifruit
_Palmolive Milk&Honey

= O - aint PR W LRNE U — ~ N
o OWWO > ~WWO NN : o
gmgggcﬁ&aa%\omommwwmwmmwLowoom
-
:>3>3>3>:>mmm>m>m>m3>cnm>>m3>3>EDG=CI’

. CussonsPositiveVibes
.= Ancient Grain Roll 6 x £0.32
T Panini Roll 10x £0.32
A Greek Yogurt 10% FatZ x £1.89
L Apple Turnover
o.— - Passionfruit Yoghurt
U TOTAL 54.32
vy CARD 54,32
v #CUSTOMER COPY# - PLEASE RETAIN RECEIPT
- RER X Date:r 23/10/23 Time: 11:06:47
Ul MID: #%%12024 TID: *%%%2181
“x < TRNS NO: UK20330%5156636296231
"" Visa DEBIT Fhkkkkkkkkk¥5812
| A0000000031010
Contactless SALE

Amount £54.32

Verified by Cardholder Device

APPROVED AUTH CODE 008112
PLEASE DEBIT ACCOUNT WITH TOTAL SHOWN

o T T I e R T S e

VAT RATE SALES £ VAT ¢
A 0% 26.58 0.00
B 20 % 27.74 | ”“162
2033 1566: /UIH ""‘” || l 2311105

Enter survey: 11dl.co.uk/haveyoursay
& you can win £100 of Lid] Vouchers.

",Groceries
"—d
g

EB(%~

I iy Bow)
A1m0ndSSCOUNT 30%

15%
Sunf]owerogzeglesto
Q

ashing Powd
Multipack Cr?gp
%otton Wool Pads
Gq11et Tissue Sensi
Creek_Natura] Yogurt

lassic Ice Almond
Tropical Juice

Tropi

ath %o
VAT N, 0835039689

R Od d

]0% Of
t. N f KU]' nge
Energy Ere fater 12x 02
lasgic21x £

0:42

s 72X 50.85

Milk Nut Chocolate 3 X £0. 75

Milk Chaco)
\ ate
Calif Pistachios

3 X £0.65

Ancient Grain Roll 7 X c0. 92

Mini Butter Stollen
Baby Plum Tomatoes
Mini Cucumbers
Apple Turnover
Apple Filled Caramel
Fat Free Nat. Yogur
gplit Pot Yogurts
Baking Potatoes
Bananas Loose

0.532 kg @ £0,99/kg
Heinz Baked

Land —A-U.—ln

TOTAL

‘Aa‘_nl
'ln-ﬂ'-l.-n-.’—'.‘—
""=

Beans

- e S = o e A ot e et e .
PR
-
LI RS e
- e
-~

- SToNER COPYE - PLEASE RETAIN Recrip

ate: 09/10/23
EID: w2024
5 NO:

Vst s
Cantaot1ssssa
Amoum ; h2.
Jerif1®
ﬁPPRUVkD

ot e 1

VlJﬂﬂf”i )j;l,,~~ .

11
UK20330615177428223]

eardio1eT Dy,
Y M{e
T

| R\%ﬂhh 0,

Time: ]0:57:(7
DR

*“""‘\
***********SB :

o
AL

[y
",Groceries
"Primark
Portsmouth
121 - 135 Commercial Road, Cascades
Portsmouth, PO11BU
Tel 02392296911
GB 422160891

sAalt:

211028536 ANGUL.AR RECTANGLE : 3.50
210991666 3PK COTTEN POINTEL 7. .00
210906867 3PK LACE STRING TH 5.00
131027318 COSY LEGGING:Black 7.00
Total £ 22.50
Visa DEBIT £ 22.50
Card No. ANAXXXRXXXXXE6TT9
Merchant No. FRRHHNKAKRH K% 2491

Auth No. 966908

App. ID A0000000031010

Terminal ID %%%%4275

PAN Seq No.

Source contactless

Verification on device
Store: 0632 Till:003 Tran:251735

Date:17/03/2024 Time:14:05 Oper:10543642

Items Sold: 4
Items Returned: 0

e ettt it e 4 e et . e et i et e s Sk

Primark Stores Ltd.
Primark House, 41 West Street,
Reading, Berkshire, RG11TZ

PRIMARK
We'd love to hear about your time spent in
our store today, and in return you can
choose to enter our monthly prize draw to
be in with a chance to win a £100 gift card.
To give us your feedback, simply 90 to
www.tellprimark.co.uk, use the entry code
provided below and complete a short
survey.,
Survey entry code:
0632003251735
Entrants must be 18+ years. Each code may
only be used once. T&Cs apply. See
www.tellprimark.co.uk for full T&Cs and
Privacy Policy.

Returns
We are happy to refund or exchange items

purchased until 14/04/2024
See the reverse for further information

THANK YOU

2517350001031724009

NI

",Personal Upkeep
"VICTORIAS
%EC@FT

Qh _I-I'{j

Victoria's Secrat Bluewaier 2414

TEL 01234 567890 VAT No 179 7658 90
Sun 06 Feh 2022 15:44:40 06 8165
P23- 345 153-000061 1 £24.,00
VS Red Bra
TOTAL SALE £24.,00
MasterCard £24.00
CHANGE £0.00

MasterCard SALE
)

Card No: sekssrkxkkxs¥5119 Contact less
AID: AOUO0000041010 APP PSN: 06

Auth Code: 253267

MID: *k%x1084

TID: *xxx9898

PLEAGE DEBLT HY ACLEXAT HITH 24,00

KD CWM

PLEASE HOLD ONTO RECEIPTS

CUSTOMER COPY

",Personal Upkeep
"Htoru /‘>>L AN

/ 00004tv—o;;;‘004440$com‘r-toaant».“’.
by Matalan Reward Card .
o 050100016648088 .
ooroéwti0tﬂ*ttanliiV*OY#*$4*#0*440xun
EAN Description
price Amount

| 3275159000059 BABYC 165.00 12.0g |

20% OFfF £30

s TexTURED TOP BELG

4466229000066 12.50  10.00 1

20% OFF £30

HIGH NECK RIB

3465783000024 BAS1C
2 10.00  8.00

20% OFF £30
3373613000031 YURU PRINTED SHIRT P
8.50 8.50 1
4373613000048 YURU PRINTED SHIRT p
8.50 8.50 )
Coupon
00000009997559291123
Total to Pay £ 47.00
Cash £ 40.00
£ 7.00

Visa

VYTV L L2 NS EZEREEEEE R RN R E RN
4 Your Sav nr. Taday £7.50 b
&&*40ti&####*#+444*&**4*****+4i$¥¢f++

‘A Analysis:

Lol Raiz Trans Amount VAT
| 47 .0U (.83
- Date G Store Till  ID Tran

v (3.0 132 8 8 52167
Last dale ..ir Refund 01.02.24

Visit us at Matalan.co.uk

Matalan Retail LTD
Perimeter Road, Knowsley Industrial
Estate, Liverpool L33 7S.

VAT ND 534 5886 18

1

| 66UUON | 3000527 30

",Personal Upkeep
"|

061299 Bee Zalencig 2724 £1.79
0803€7 2024 BreeV:rvri38RCe £4.49
079311 10 Rafuse 3acks lraw £1.20
822511 Fabulcsa Saray Mix 2 £1.00
317719 Reus2 Bag - Fl3plant £0.45
20p Cf* Bag ~-£0.20
Os3887 >HARM'UD BALTI SAUCE £2.80
083357 SHARNCOD BALTI QtULL £2.60
03327  SHARNCOD B TT SAHUCE £2.80
317334 1.0YD CROSEMeN SAMCE £3.00
337977 BOLONESE FATES £3.00
3173C4  1LOYD GROSSMAM SAILCE £3.0
%lfgrqﬁﬁ Y ~£7.40
No. Jtems 11
arce to pa

Bal arce P3y c18 . 73
Local Cash £20.00
CHANCE £1.27

Last cav to changs

This

CN OUR MULTISAVE PROMC

'lli

Ul]c :-_’, ) ‘\\
UA] . b)l 7” 335

lhll- -d

SALE TRANSACTION

xxYOU HAV:

762

LAVED

JTTONSx %

vadr mnd 1s 1171272023

Exclus ans asxly - ‘ec

STORE

cos not affsct your statutory rights
over eat for details

Lot U5 know fiow we (i today?
For vour caence 1o win & £200 gift card
. tharance..co. Jk/storefeedhack
served by habiba

1FQN” DATE TIME
134543 355858 27/11/2023 11:35

T T

9499072 Ol’g(ﬂ*inﬁﬁbu?88

DAy you were

[TLL CF NG
0128 2

",Personal Upkeep
"Tell us how we i |
ahd you eould uip ap

1Pad ninl in oup
nonthly prizg drap

Complete our survey within 3 days

|

) at

wanuaﬂku@@omtsu@mm

Enter the unique code belogy
9319 99273 9900 667

Terms & conditions ap
Available at talktobootz!Zom

T ————
e e e — bl

381 9488 1060 160

— — —
— e e men e b e m—— e —

3/01/24 17:06

we're-a Midnigh{wﬁﬁé;ﬁats...
Presgr;Pflons and other advice
Visit us in-store today

- R

Boots UK Limited
THAMES WALK, BLUEWATER, KENT, DA 95
060

3/01/2024 17:06

t

- MW
/

Served by: 9grace L f
No7rad+15% Vit Srm 19.95
TOTAL TO PAY 19.95
CARD SALES £19.9%
. ADVANTAGE CARD STATEMENT -———
Points Received 5
¥ OFFER POINTS x 114
Points to Spend In Store 1121
, ﬁag;é;;;rd AUTH:R42243
************2119 REF: 1 /07
11D 0863080041010
»))
NO CARDHOLDER VERIFICATION
YyoU WILL BE DEBITED BY: £19 .95
PLEH E RETAIN THIS FOR YOUR RECORDS
381 9488 1060 160 X 18xXXXXD

T

",Personal Upkeep
"LA,

LON- -Welling
VAT NO. GB350396892
Enter survey: 1idl.co. uk/haveyoursay
& you can win £100 of Lid] Vouchers.

Amount £43.24
Require
Ver|fication Not ReQUIrsd ook 217576

QEEASEEgEBIT ACCOUNT WITH TUI@Eﬂ?ﬁ?ﬁN-my
T SALES £ VAT
VAT RA E 39 76

lll R \\\

£
Ul'traTowels Nitelon 0.98 A
White Faclal Tissue 2 x £1.35 2.70 B
Spaghett | 0.28 A
Olive 0f) Light 4.99 A
Soya Drink Unsweeten 0.50 A
Cucumber 0082231 0.80 A
Fresh Corn 0082860 1.09 A
ProActiv Buttery 3.59 A
Knorr Aromat 1.69 A
Paracetamo] Caplets 2 x £0.39 0.78 B
. HOG Seabass 4.99 A
Sea Bass Fi]lets 3.49 A
PorkBel1ySlices 500g 3.59 A
Chicken Thigh Fillet 5,79 A
*16 MNW Eggs 3 X £1.33 3.99 A
"" Al Butter Croissantd4 x £0.5% 2.20 A
‘ Seeded Loaf ‘ 1.79 A
| 43.24
o | 43.24
xCUSTOMER COPY*-» P’EAbE RETAIN RELEIPT
Date: 21/11/23 Time: 09:31:10
MID: *xx75425 T1D: ****5197
TRNS NO: UK159883420084325231
Mastercard xxxNkAXkxArxxD119
AQ0Q0000041010
Contact] ess SALE

oy
",Groceries
