receipt,category
"Re

ft 18 ne
the Punpat Rest our
‘90 Meal Streat. Covent Garden
wea FA

Tot 020 1836 978?
ed 7243 9973
vat no 233723377

TABLE U2
Iaasté 19:47

Oty Product Toto!
1 COBRA PREM 8.15

2 COE 4.30

2 PAPADUM PLAL 4.70

# BUTTER CHICKEN 10.75

1 CHICKEN TIKKA KASALA 0.50

t PILAU FICE 30

1 BULLET NAAN 3.65
Subtotal 4.35
Optional Servics 10% 4.04
Total uty. 39

Thank you fer choosing the
UK's Ofdost North Indian Restaurant
mmm. punjad.co.uk
snail: infoSpunjab.co.uk
",Eating Out
"Sorabe LOIN
“barhueks Chatham otat fon
11501451

Rt Natalta

nm ee we ee ee ee eed

sik A10 ~31Jan’ 19 07:39

mn coe
a Ma wk ee OA vn be OS 8 ba we ond ne ne Oh mk OMe tee ne wd me bet Ke beh ee OS De ee ee me Be me me ma ee a Oe ee

Take Away

1 Caramel Waffle78 1.45
1 Latte Cafe G 3.45
5p CUP 0.05

1 Latte Cafe G 3.45
5p CUP 0.05
Credit/Debit 9.35
1.30 VAT TTL 9.35
Net TTL 8.05
Subtota | 9.35
Payment 9,35

VAT NUMBER: 884 2579 78
Thank you. Please visit us again

en See GE ES ERS GD ERD ES Gee es ey ee Cree eee Gee OD Ge Se ee ee bom Oe Ot 888 eee Re Cer ee eee Oe
ae? Oa GREE GED GR GS ae NSD Re TE Ge OD OD OF ee Om Ve GR TE ee Ee On ee ee es nt fhe SR Eh oe

Select Service Partner

169 Euston Road, London NW1 2AE
Any comments, please visit
www .eatonthemove .com

",Eating Out
": fe gy aed 3 a oJ a j ie Aes \ ‘ev
INS Qo Re At oe way. rat Ceri
4 as k a Poe mot m~ ty —: 4s Cad ¥ ep hid

"" Lea hal . Sf ee wo # “tt SL, et, Mae S a y 4

af a

Peony?
ap Ee Bere 6 rem = reer
7. 2A a OL
Titacd ae Re LON-Pinner
py DA Ba VAT NO. GB275834273

4.

. ingen Alcohol Free Wine
‘oy Sie’ Loase Courgettes
Ae 0.27C kg @ £1.60/kg
OA Baby Plum Tomatoes
ie 2, y Peppers Mixed

cy e e Strawberry

DoF “fd Baby Button Mushroom

SACI ae Aubergi7e

oS Soe Blue Craese
Vina ays Original Tofu

° FP:

78, CA DT

aueas Medium Avocado
veers) Fun $123 Bananas
aS So Fresh Corn

‘, ° 3, mat . a
en Coconut Water
ae Cs Pitted Jlives ok3
ves Deli Seaded Rolls

N ‘

So} Diced Cricken Breast

Noo
_
PO

art eae | ;
“ve Natural Yogurt

*y Em

ot Sweet Fotato Pakora

- voxy Watermelon
os: 3,326 kg @ £0.49/kg

——-— ~~ =

id oN BP we of od . of we “a raed oe a - - sae ee
=. N . i | ,* : ’ : we . .
+» , . - , i
ee ne tes t S) we ome Gime . : .
te ¥ - 7%” > : ‘. -
a oo b \ ewe Olt oe’ * A ied
, - eo.
tL.
\ a ~ ~

",Groceries
"WATLTROSE

x

RPA OP INE BS

Shof tie kt h9%: U1 ele ee!

ditt dad tease: om/shet

V FYREE GINGER OLE
V FTREE LEMON TONTC WR

V RECCHIA BARDOLING

V SCHWEPPES BITTER LMN
GAL.BANI BUFALA MINI

GALBANI RICOTTA

GALBANI RICOTTA

WR ESS DOUBLE CREAM

PHILADELPHIA

SCHAR GF CURVIES

NATRNS wHLGRN CRACK

WR DICED PANCETTA

WR CI FLT LEAF PRSLY

NYBCO GF ORTG BAGELS

FREEE FFG FLOUR

wR F/R MEDIUM EGGS

WR LL LASAGNE SHEETS

WR LL LASAGNE SHEETS

WR LL LASAGNE SHEETS

ex Fever-Tree 2 For ra ®*
19 items

sy

V

Masterlard
AOR OOOO HOR ace] Q B94

CHINE

VAT SUMMARY
Hate Net VAY
UDA Oty te O.00
a OF, 10.33 ou?
hotals 35. 70 Oo AY?

“ft jedd

mn ws
e + i’

KPO Ty at HAN OS ANE 2
a ct e ¢ bd cn is!
(fy ois
",Groceries
"Addd YIHOLSN!

puggey Inné sop Tdlaval styy daay asvdald
BILAAY JAPpOUPIE Aq Pap sl Jan
atoLeoooononOY «IV

QIVEGN -AflOg UO! PeS| JOY NY
(dA0UddY

SSI LIV INOD JOUNOS

Cy'9ddd + (2401
ey'9 + Spoo)

‘uMOys junowe | e210} ay} YIM
nayigap aq [ [iM Juno9Ie INO,

41S |

O55 ‘ON 143
LOpZexek (QT [RULUWIe]
E/E/Eee GT JUPYIIB}_

00 ChObeuebkkbabbke 1J@quinN pl29
£2/p0/12 GE: OP 61
AALABII O} YSEM JOU OP NOA JT

“SHS JO audYd Aq NOA toRPas OF
Jaqunu auoyde|a} snoA asn Aew
ysnaj Jaourey aBeuga) 64xa} NOA Usyy
‘gBessaw aye) YIOMJAaU PIePUPYS BUN
snd yunove UaLyPUCP ayy ySoa syxay

eZ apeusp OD Esha, OL EIGN Carpe]
AN EMEP gasey nhpcay
pinites oe cof i] . | ;
ee oan Or ra
ae { 4 ‘ ft , e

.

5

f.

i

t

-
a

4

|

p""

",Groceries
"B&M Retail Ltd

SL1 4XP

SCRUB BUDDY/5 PACK £3.00
W. JASMINE 4PK/OII. f2.50
MULTIPURPOSE X4/BASKETS £3.50
3PK VASE SET/VASE SET £6.00
Total ( 4 items) £15.00
PAID BY

Cash £20.00
Change -£5.00

muse

25/10/23 16:13 OO00582 QUN3 1108
VAT No. 6/73 S836 01
NO REFUNDS UR EXCHANGES
WITHOUT A VALID PROOF OF PURCHASE
Check out our App on TQS oF Android Phones

OL /
",Groceries
"NU»
\
\
\

= Orange Juice Smooth

TOvas
Slough - Bath Road
VAT NO, GB350396897

Stil] Spring Water 3 x £1.75
Multipack Crisps 2 x £0.85
ChupaChups Bestof 10s
Kid Sweets Banana
Pars ley
Mixed Herbs
Milk Nut Chocolate 3 x £0.75
Chilli Multigr Snack
Micr Popcorn Salted
Strawberry Cones
Chocolate Cones
Pistachios
Apple Filled Caramel
Snack Mix 8 Variants
| Energy Drink Classicl5x £0.42
Split Pot Fruit Yoo
_Stracciatella Kugeln
~: L.Casei - Multifruit
Palmolive Milk&Honey

oy - tU% “7 7 ‘5 mR NON OO — wh
OH ~ KD LO DwWwWwhApPAWWhNN : oy
GBAHSSRVARHAGSASSGSOMNOAAGON SS?
et
rrr rrwwmwrwrorwrowmrrrurrnee

BaOWWeHAO mene eHE MoH BH HHH NOOOT TO

. _-.- CussonsPositiveV jibes
a <-> Ancient Grain Roll 6 x £0.32
ea Panini Roll 10x £0.92
ee Greek Yogurt 10% Fat2 x £1,89
a} Apple Turnover
ao Passionfruit Yoghurt
Lo TOTAL 54.32
aa CARD 54.32
*v< . #CUSTOMER COPY - PLEASE RETAIN RECEIPT
“RRS. Date: 23/10/23 Time: 11:06:47
gig MID: ##*12024 TID: ¥*#*2181
“Ss + TRNS NO: UK203305 156636296231
‘ Visa DEBIT AKAAKEKEEKK KSB | 2
; 40000000031010
Contact less SALE

Amount £54.32
Verified by Cardholder Device
APPROVED AUTH CODE 008112

VAT RATE SALES £ VAT £
A OX 26 48 0.00
B 20 ¥ 27.74 i""
2033 |S0b"" ll | | | 2 11:05

Enter survey: |id].co.uk/haveyoursay
& you can win £100 of Lid] Vouchers.

",Groceries
"| ate: @1yiiyee”

Portsmouth
VAT NO. GB350396292

£

Cereal Strawberry 1.49 A
Coupon Plus reward -1.49
Wensleydale Cranberr 1.99 A
Chili Cheddar ¢- j
It Antipast| Platter ih
1

we ee eared ee a a ee i ee ee

HME BORN ~ EL EASE RETAIN RECETPT
ee Time: 20:43:15

MID: «xx89982 TID: »exx0918

TRNS NO: A027 982519839294251 bo

KKK KEK KHREKOGEI(
f -

af oe t

i“ ne fu a ue an 1 , t . , '

4 “ eo ii f iy a
‘y uw “in ‘ : sat | COLE ii DASE SALE

, ) N ~ OO Ba ee tae et taartey Yr
+
vet
~*~

VEU a AUTH CODE 787326
SE DEBIT ACCOUNT WITH TOTAL SHOWN

TOTAL DISCOUNT 1.49

VAT RATE SALES £ VAT £,
A 0% 10.84 0

| You saved
£1.49 with Lidl Plus |

eee es Te eee ee

LLU Nl

ill
ey

Enter survey :~1 1d) .ca,uk/haveyoursay |
& you can win £100 of | iq} Vouchers

—.

",Groceries
"melon a chance Co win C1000 ner
Please tell us how we did today at
wen Cel Fasda. com

ASDA

ASDA STORES LID.
PERMANENTLY LOW PRICES
MANAGER PAUL TRAYNOR
TELEPHONE 01324 492400

GRANGEMOUTH
$1. 05868 OP. 009042 TE. 42 TR. 01981

BISCUITS 501003506929 £1.000

BISCUITS 501003506929 £1.000

SWEETS 906038426290 £2.50¥
TOTAL £4.50

CARD £4.50
TOTAL EPS £4.50
EPS NO. 3499

AID A0000000041010
CT-80 CV:54C648FBC7998291
Mastercard
#No Cardholder Verification
A/C No, exxx axax xxx 9789 2
TERMINAL No. 0015492952
AUTHORISATION No.292680
PayPass Contactless
16/09/22 17:58:35
CHANGE

- DUE £0.06
PLEASE KEEP THES COPY FOR YOUR RECORDS
«EHS SOLD 3,

un iit ih ii i il

howe delivery < or ‘allt in Store
16/09/22 17:58:4

Photo Sharing by
ThumbSnap.com

i)

",Groceries
"Ne
Primark
Portsmouth
121 - 135 Commercial Road, Cascades
Portsmouth, PO11BU
Tel 02392296911
GB 422160891
SALE
210857543 PLAIN CROOK:Black: 5.50
Total £ 5,50
AMERICAN EXPRESS £ 5,50
Card No. XR HK KK KKKH HZ BH 7
Merchant No. ¥##¥*H*7095
Auth No. 98
Ape. ID A000000025010901
Terminal ID HHRHIIOT4
PAN Seq No.
Source contactless
Verification not performed
Store :0632 Till:017 Tran: 132895

Date:18/10/2023 Time:13:53 Oper: 10507032

Items Sold: 1
Items Returned: 0

Primark Stores Ltd.
Primark House, 41 West Street,
Reading, Berkshire, RG11T2Z

PRIMARK
We'd love to hear about your time spent in
our store today, and in return you can
choose to enter our monthly prize draw to

be in with a chance to win a £100 gift card.

To give us your feedback, simply 90 to
wuW.tellprimark.co.uk, use the entry code
Provided below and complete a short
survey,

Survey entry code:
0632017132895
Entrants must be 18+ years. Each code may
only be used once. T&Cs apply. See
wwW.tellprimark.co.uk for full T&Cs and
Privacy Policy,

Sa

Returns
We are happy to refund or exchange items
purchased until 31/01/2024
See the reverse for further information

mA

eo ~
won
",Personal Upkeep
"-jarrods

Shop online at harrods.com

Harrods Limited
87-135 Brompton Road
LONDON SWIX 7XL
Telephone: 020 7730 1234
VAT Number: 629273423

CUSTOMER COPY

18/10/19 18:45 NTO131-001792
You have been served today by
son

537 0005808541 FINE WATCHES £2,670.00
TUDOR BLACK BAY HARRODS EDITION
STAINLESS STEEL AUTO BRACELET
SERIAL: 1964771
MODEL : 792306
CASE :3327
SOLD IN PERFECT CONDITION
14 DAYS EXCHANGE WITHIN THE WATCHES ROOM C/A

TOTAL (1 item) £2,67).00
Visa Debit Tendered £2,670.00
Card : Visa Debit

Ice 1 eee tee eee 9016
Auth Code = ::_:072512

Merchant ID : #**00262

Terminal ID: #**0353

PAN Seq. : 00
AID : A40000000031010
ceepteoran : 40/1AGBOBB45CBOFFC3
NT £2,670.00
Please debit my account as show

Cardholder PIN verified
Please retain for your records

HARRODS REWARDS DETAILS

Rewards No. KEIO

CONICET

00000801342792191015244

Open Monday - Saturday until 99pm
Sunday - 11:30an - 6pm
(browsing only, between 11: 30am 2 12noon)
Follow @Harrods on Instagram and Twitter
and share your #HarrodsMoments

",Personal Upkeep
"TESSS

Taplow Superstore it
Any questions please Vi""
www. tesco, com/store~ | a. 31
VAT Number: GB 220 4302 .

> Henry Hvr160 Cylinder Vacuum 8.00
Cleaner
£159.00 each
Was £159.00 Now £111.30 ~£I5 . 40
1 Tesco Happy Birthday Navy £1.25
Rollwrap 3m
1 Keep It Handy Elect: 1c Long £1.90
Lighter
1 Pantene Pro-v Miracles Colour £6 . 00
Repairing Shampoo 400m
Cc Shampoo | -£3.05
1 Fairy Lemon Washing Up Liquid £2.00
694m] .
1 Inkdrops Birthday Card Happy £2.00
2ist Birthday
2 Tesco Biological Liquid £6.84
Detergent Super Concentrated
1.81 60w
£3.42 each
1 Andrex Gentle Clean Toilet £11.85
Tissue Standard Rolls 24 Rolls
Cc Toilet Roll -£1.35
2 Budweiser Lager 10 X 440ml £22.00
£11.00 each
3 Birra Moretti Premium Lager £37.50
Beer Can 10x330ml
£12.50 each
Cc Lager -£7.50
1 Smirnoff Ice Original Vodka £12.50
Mixed Drink Can 4% Vo!
10x250m1
Ce Drink -£2.50
2 Stella Artois Lager 10x440m1 £20.98
£10.49 each
Cc Lager Beer -£2.98
Subtotal : £442.42
Savings: -£113.28
Promotions: -£113.28
TOTAL: £329.14
Card | £79.14
Cash £250.00
Clubcard points earned: 329
Clubcard points balance: 475
Visa Debit
AID: AQ000000031010
Peete. KR K I KIKI KKK AG?
Pan sequence no: | 00
Authorisation code: 010950
Merchant: 26284805

—— ee — = = _ -
—— - —~——m
mw wm ee ee ee oe

A chance to win a £1000 Tesco gift card
and collect 25 Clubcard points.
Visit www.tescoviews.com t's & c's apply.

mee ee ee ee ee - eee ee
TT re me ee ee

08d UL
~ TAl'X-MO33-NOWK

bee em a ee ee

",Groceries
"QT Low Lo LOD LOD

Portsmouth Superstore
Any questions please visit
www. tesco.com/store-|ocator
VAT Number: GB 220 4302 31

3 Sure Men Nonstop Protection £7.50
72h Antiperspirant 150m]
£2.50 each

Cc Antiperspirant “£2.29
Subtotal : £7.50
Savings: “£2.20

Promotions: -£2.29
TOTAL: £5.25

Card $5.25
Clubcard points earned: 5
Clubcard points balance: 58
Visa Credit

A0000000031010
Number : KREKKKKKEKKKH(I)H5
Pan sequence no: 00
Authorisation code: 215333
Merchant: 26284805

ce emcee me een ree ee ee tyre ee ee ee ee .

A chance to win a £1000 Tesco gift card
and collect 25 Clubcard points.
Visit www.tescoviews.com t's & c's apply.

al I a ee ee ene ee ao
belle

COCCI

—_— eee ee eee eee el al ee ell oe er elated elo
benedeni
~
_-—_ —

30/10/2023 13: 05 Store: 3048 Checkout: 071

",Groceries
"—— _f “te

LALIT,

Portsmouth
VAT NO. GB3503968692

£
Chicken Salad Sandwi 1.99 A
Thai Sweet Chi] i 1.49 B
TOTAL 3.48
CARD 3.48
KCUSTOMER COPYa © PLEASE RETALN RECE LPT
Date: 26/10/23 Time: 14:54:19
MID: x**88382 TID: *«*%**0920
TRNS NO: UK62748448820329923)4
DEBIT MASTERCARD KKK KR KKK RAK TOOT
AQ000000041010
Contactless SALE

Amount £3.48

Verification Not Required

APPROVED AUTH CODE 637381
PLEASE DEBIT ACCOUNT WITH [TOTAL SHOWN

VAT RATE SALES £ VAT &
A O04 1.99 0.00
B20 % |

0274 3/8

Enter survey: T1d1.co.uk/haveyoursay
& you can win £100 of Lidl Vouchers.

ee ae

",Groceries
"Loe ee oe .

eDe /

Portsmouth
VAT NO. GB350399092

Easy Platinum Bleach
Original Wipes
RecRefuseSack Tielop

6 Free Rg Large Eggs
Quilted TojiletTissue
Garlic Naan Bread

White Toastie

TOTAL

CARD

xCUSTOMER COPYx ~ PLEASE RETAIN RECEIPT
Date: 26/10/23 Title: 18:36:38
MID: x*x*x88382 JID; «xx%*0321
TRNS NO: UKO27481497994299231

DEBIT MASTERCARD EKEKRRKENKKKR IAD]
A0Q000000041010 |
Cantactless SALE
Amount £8.41

Verification Not Required

APPROVED | AUTH CODE 223109
PLEASE DEBIT ACCOUNT WITH TOTAL SHOWN

.
ae em ee me, em ww um see <0 ON me me ek ope ea OE net ee Pk WN te ne wt ot Mt wh ne ee ne we

(i PYewryr>wowwonm

H

CD ee oe a ee

Bi ysnunmor
- & Tt NOWOMOON

OO
i>
—-

Bi DOOR rHHO

VAT RATE SALES £ VAT &
A Of 3.09 0.00

B | h 9.32 0.89
027 | | “34

Enter Survey; lid} co. uk/haveyoursay
& you can win £100 of Lidl Vouchers.
",Groceries
"eoceemeees |) Core rs ©)
}
ps tad pC!
La” OW” «Ole LD” LT

Fret ton f«tivd
Any questlon: pled oe visit
www. tesco. con’ stor:
VAT Number: Gb 220) 4302 31

-locator

1 Disaronno Originale Lt Litre £26.29
Cc Liqueur -£4.29
1 Peps. Max No Suga Cole Bottle £1.35
2|
1 Fanta Orange al C2. 00
Subtotal : £30.10
Savings: “£4.25
Prom thons ; -£4, 25
TOTAL: C95. 95
Card £25. 85
Clubears points earned: 25
Clubcard J points bal ance 2 369
Mastercard Debit
AID: A0000000041010

Number :

KAKKK KK KICK KK IDO YL

Pan sequence no: 00
Authorisation code: 387959
Merchant: 206284805

Fr chance to win 4 e100 Tesco gift card
and collect 25 boar polits ,
Visit www. TescovT ows oon t's & c's apply.

Mai i It aon

ome em

4879 Checkout: 076

1-42.

",Groceries
"Sheil Fratton

Goidsmith Avenue

Por tsmouth Southsea

Stat No: 0415

P04 8BH

Tel: 023928624 3.

VAT: GR&64296/8s 1... 4,8
vat; GB235763255 ©

CUSTOMER RECEIPT

ARTICLE VAY AMOUNT
VELO POUCH FREEZE 3 £ 6.50
(1,00 * £ 6.50)
ELPRAR DISP WIRMLN 1 3 £ 7.00
(1,00 * £ 7.00)
SAN MIG! of a ARB £5.78
(2.00 > . 2.89)
~+ ec Beer2Fé5. 00 : -0.78
{ eee ee
pOTAL 7 18.50
Masterle £ 18,50
IPT
Termina! ID.: 05041599
Period no.:  , 2810
Transact !on ho.: 000029
Receipt no.: 0000293
Date/t ime: 12: 10-2023 23:38
|
MASTERCARD

12/10/23 23:38:16 |
Customer Copy

Terminal ID  : 96041599
EFT : 0000045166/0:00029/00000628 L0

Entry Mode : Contactless

Card Name : DEBIT MASTERCARD
seq, Number : OC

ATD : AC000000041010

App. Crypt.  : 0C41647DE4UD8B5F
XXXAXXXXXXAX 7221

Start date » 10/22

Expires 5 fb JK

SALE AMOUNT GRP 18,50
Response > OCO APPROVED

Aath Code : 771768

Verification : No CVM

Please retair | for your records

VAT type Net. VAT amount
3 20, ~ 15,4? £ 3.08

12-10-2073 23:36:6  415 054 0697110658
11-229711- /9/19330

Thank you for chousing Shel | 2 SY

",Groceries
"“i easy a Cs ne eee
na és “=p (""i ites ia
os

Meee SY Amy . Mo

Por tomouth Supep o tore
Anv question Dledare Visit
WwW . LeScu vom store locator

VAT Number: 220 4302 31
1 fonecent Bolt rrom Shue Jjice 2.15
330m)
Meal Deal £0.93
1 desea The Chicken Club €2.09
fandwich ,
Meal Deal £1.24
1 Hula Hoops Big Hoops Sal ted £1.00
Grab Bag 4by
Meal Deal -£0.43
Sub total: £6.00
Sav ngs: ~£2.60
Promo C} Ors “Ee. 60
IOVAL: £3. 40
Card ve 03.40
Clubcard voirits earned: 3
Clubcard points pal ance: 344
Vi sa Cre li t
ATD: , AQDODON0N0031010
Number ; | KAKKA KERR REXKOOOO
Par sequence no: 00
Authorisation code: 114706
Merchant: 26284805

h char e to wit 4 £1000 Tesco gift card

lhe or dbosndate.
rn bol.
t a
i all He
oo Ws 4h tl

ee te Chet

wy

ar)

",Groceries
"TESCO

aT La LO LOI LO

Fratton Extra |
Any questions please visit
www. tesco. conm/store- ]ocatol
VAT Number: GB 220 4302 31

1 Extra spearmint Sugarfree
Chewing Gum Multipack 6x10
Pieces

1 Pepsi Max Lime No sugar Cola £1.95
Bottle S00m)

-£0.47
Meal Deal |
1 Walkers Baked Prawn Cocktail | €1.00
Urisps Grab Bag 37.59
Meal Deal £0.
] Tasco The Chicken Club £2.8
Sandwich |
Meal Deal “£0.99
Subtotal : £8.20
Savings: ~£1.80
Promotions: ~ -£1.80
TOTAL: | £6.40
Card £6.40
Clubcard points earned: : 6
Clubcard points balance: 318
Visa Credit
AID: AQ0000000031010
Number : KEK KK KKK KKHOHH
Pali Sequence ic: 00
Authorisation code: 848096
Merchant: 26284805

A chance to win a £1000 Tesco gift card
— and collect 25 Clubcard points.
Visit www. tescoviews com t's & o's apply.

EE CO

9/10/2023 13-24 Store: 4579 Checkout: 075. |

",Groceries
"oy Opn
Lacy ult

Portsmouth —
VAT NO. GB350396892

Stil Mi ne val Water 6 £0. 39 2,34 B
TOTAL 2.34
CARD 2. 34
«CUSTOMER COPY ~ PLE PASE RETAIN RECLIPL
Date: 31/10/23 Time: 17;45
MID: *«x*«88382 TID: veal
TRNS NO: UKO27481499271304231
DEBIT MASTERCARD KKARKKKKKAK A |Z]
AQDOCO000041010

SALE

Contactless

Amount £2.34

Verification Not Required
APPROVED AUTH CODE 480303
PLEASE DEBIT ACCOUNT WITH TOTAL SHOWN

pal ile SALES £ Why

| MW | : il

0274 |
Enter survey: lidl.co, ukyhaveyoursay

& yOu | can win £100 of id] Vouchers rs,

ge ee

",Groceries
"TESCO

LO B07 £— LOD LIT

Fratton Extra
Any questions please visit
www. tesco.con/store- locator
VAT Number: GB 220 «302 31

1 Pepsi Max No Sugar Cola Rottle £1.80
2 |
{1 Disaronno Originale 1 Litre £26.29
Ce | tqueur “ha. 20
Subtotal : £28. 05
Savings: -£4.25
Promouy ons; FA. 2
TOTAL: £95. 80
Gard bes. 80
Clubcard points earned: 23

Clubcard points balance: ee ol

re eT i nid Pe a eel

Mastercard Debi t

AID: AQODOOYHOAILOLO
Nunber: KARRI KAARKKKKIDDY
Pan seguence 10: 00
Authorisation code: 406647
Merchant : 262848305

A chance to win a £1000 Tesca gift card
- and collect 25 Clubcard points.
Visit www. tescoviews.com t's & c's apply.

A im (CCN

2-1811-P PO32-VUA
sU/I0/ ""1973 19: 197 | store: ani Checkout: ives

|
",Groceries
