receipt,category
"ere ps 4 Sak,

THEO y
- a id

we Ta git ro a ge

Alay 4 i. Lb ytaee,

wy epiboe ffeoe Dade. We We
Wi. LAP Cen sOni/>

UAT NUnoor-

2

LVS ff #4 oes, to

A VY Aaty oa

j fa, Pag] nOub Creo & SAV sgt! iL: -
garda rv spy 67 yb get?
; MeOay '5 Chadda & friar’ fy?
Bay Griepe Vd Ak, Gl
Mel patacal 6) ha
f oy Ay) pt Pha Pe pped pou u “
py Po ee
oe | stato Chine ue nw
p Gp | TN Sal Cole VO © ae
Ginn oe, OA
meal Deal ne
pre WOKE Hem 4 Che! wae
Juha id ' 1 , ,
A) fe
‘Heal gal ids 4
we . o444 10.
Savi ngs? : , OF.
Promot! ons: Les
TOTAL tad «92
Ca Lest
Clubcard points earr'r - ee
Clubcard points bale” Gt 7
yentit tee amar
i 7 EY, Sesser serceres
~ ea TRAED RELISTS
Number: 5. “2
Pan sequence Mo. - | ,
suthori sation cade: ; ee
| 5
lerchant : LLG
A chance tt ta ain a $1000 les 09 weit card
and collect 23 Clus arc | ints

Visit way. tescoy! ews con ) t's a.

‘me ye wm ut ne we ee oe

. aa te PS a ™

~~ ee wen
en eee ee an — om we

° MP iw! des oe ee,
",Groceries
"? ey
. aN, a ’ }

Portsmouth
VAT NO. GB350396892

3
2 x £0.55 1.10 B
col a Li ght 2 x
ace abe 2 x 2. 80 5.60 N
Filtered Miik 2b 1.58 :
Wafer Thin Ham 2. a
Plain Bagel Thins 1.19 P
Tortilla Wraps 2 £0.99 1.98 A
Part Baked Baguette 0.85 A
TOTAL on 90.37
CARD aces
-ccromeR copys - PLEASE RETAIN RECETPT
<CUSTOMER COPY Time: 14:00:99
MID: *x*88382 TID: wexxid?2
TRNS NO: UKO27486121539302231 ia)
Debit Mastercard x
010 ;
40000000041 SALE

Contactless
Amount £20.27

tion Not Required —
Vor Tr eattor ee AUTH CORE. 296073

APPROVED
PLEASE DEBI] ACCOUNT WLTH TOTAL SHOWN

VAT RATE SALES & VAT &
A 0% 19.17 0.00
B20 % 1.10 0.18

~Downtoad ‘the Lidl Plus ap
to save on your next Shop

weer
am
we Te
a wae 4 OP em we ae Gt Oe CR, ao aT ee ee et we ep em Ol
=_s

er Oe we
-— as
we

wen

vesaen ee tinmenceaenn een otal ESTER At pare as:
",Groceries
"Albert Rd boxpress
ANY questions blease visit
Www. tesco. com/store-locater
VAT Number; GB 220 4302 31

1) Fairy original Washing Up 64 0
Liquid 320ml -

4 Colgate Advanced White RRL
Toothpaste 425m)

TOTAL: | £6.05
Card $6.00

a Ot ame ee

(ne ne ee ee

JOIN CLUBCARD TOXAY
This visit you missed wt on

492 Clubcard pants
Download the Tesco Gracery &-

Clubcard app, or Visit
tesco.com/clubcard

age fat FEO WER ty me ere ert arte eh RS =a oe °
wun ot using MPO Ani Lg weet tee ee

\t

“

ont
ce we ew wow ew wee ane we wee

Mastercard Deb

ATD: ANNONA wre

Number : ‘ wees Ney HRY

Pan sequence Ne: 108

Author’ sation code: san git
archarit : We

i ia

ann SOT 300 aie cat x

. ahar 0) i
\ chance to wit 1a £100 )
",Groceries
"AVhiega I dh,
fw aiectons plone,
WY. Leeann’ Lot a NO
VAL Menaber: ve 29 As

“ oe Mae No Ste 1g, Bolth 4.99

a . Ar aaeh

GC ANY 2 For €74.459 “Shiny
Toso BaUenge Bacon ke & Egy OE
Neal Deal “£147
| ieee npr ol & Onion Grab C1
Heal Deal 60.3
Cheese Sha Ae retlon

ioe ty Cf laps |

orice Beg Uf eam & Oniori ¢2 50

Ce £1.50 £1.00
1 00m Max No suger Cola Bottle €1.55

mt Oo

Neal Deal ae -£0.60
Subtotal : a } 247.05
Savings: | - €3.59

Promotions: -£3.99
TOTAL: | : c13 .50
Car . £13.50

Clubcard points earned: 20
Clubcard points pal ance: 307
Mastercard Debit |
AID: , | AQDDOADID4A1010
Number: KKEXKKERRERK OSLO
Pan sequence no: 00
Authorisation code: RR61OR
Merchant : | 25284805

A chance to win a “1900 Tesco gift card

ancl collect 5 Clubcard points.
Ce Oe eee ue cam t's & c's apply.

",Groceries
"AT | pall pet et V0 ‘
AW ie tien, plow 1000
VOAVAY Pe eae ai: mas art Ny02 3 60
VAN Niantic uy? ¢2 .
schtoys Stn: earain & nV""
vis i ory) sae LS
Ce et 50
\ Me eow'ss Cheddar & Onion Gr ab
Bag Cri sps 450 -¢0.48
Meal Doal £9. 65
»  Enn cats atte Mr Big
Caranie) 370m ,
Meal Deal O80
1 Doritos Tortilla Chips Tangy -!
Cheese Sharing Bag Crisps 180g 95
1 Cadbury Bitsa Wispa Chocolate ei.
Bag 1109
\ Tesco Sausage Bacon & & Egg €3.00
Triple
Weal Deal -¢{ 4]
Subtotal : £13.50
Savings: ~£4 5
iT ;
Promotions: £4.25
OTA: een
he cope teste uttttea eee RO 25
sees earned: 48
‘ mn ard points balance; 9g
Ma astorcand Debit a ee
UF onc
Pan sactiione Oo ne: aremeet cd
Authorisation code: AN)
Merchant : VvO30R
| “6284805

‘one
‘ome .
8 hem mee use -o AS Me tn omy :
me ti ee tea ee Re ie geek we wee

i ee

A cance to win a cinnn on 4 te

2 es kt,

St tae te
. tte
me.
",Groceries
"Sarctt ROAU
anuttt FAWCELT RO
port ste Who Equicett oad

loo Hampshire
9 9304

. 0239
4/2024 ie ef
( ,
ONE: 20/066 PH TRANS : 175
OPERATOR: SCO pee
A KAFF
AKEAKAKEEEEEE YOUR ITEMS 44K% 0
C2.
DOr Pepper Zero 1,80
[rg Saus Roll
aN ATT Day Breakfast £3 50
3 Items Total Sold £7.30
gp AAAKERAREEAE SAVINGS Je RATT
Mea | Deal -£3 30
Nus Discount -£0 40
-£3.70

Total Savings

fade eee PAYMENT RRR EER
Total £3.60

Debit Mastercard -£3.60
Cash Back £0.00

Customer Care Line 08005875009
| wi. southern. coop
The Southern Co-operative Limited
1000 Lakeside
western Road, Portsmouth, Hants PO63FE
01591R

Reg No: I
VAT No : 107656468

",Groceries
"=.

x=

Ber

| a oan Sd ‘ers IRM RE. Sap eR

| TENS ACN (4027482521716302231

: * ~— . ee, >.
£ A % we e a ioinds ua Reece
“Ponte Sa ee

rT

rd
SF
aategie

Ae ie ar S
Yh ABE)

nN

beta a POR S  T E
eng ese wees nt AR apd me itt

— “

Red Pat Uy rk le. but’ 4 sx ase 5 _2Be =

: Bole
' — J aod nse ‘wae oh
, , * wee RA eo, “fh Ro ot A te, a eS a ee 4 ey ate Oe ~~ Oe Ra OW we Cher Ame

4
“ a .

I
as J
ge
-
}

_—
arenes 2

<~ a
Ec R . ; * , . ; * . ~ : = as 2 . : ars . = D+ ;
os ea Se i : 2 - / i- aw a . et . , oo oe
tee 4 a i : ub : ; * \. . - . . on vm. . > : a _
r USRQ \. en ar

4 , ™
»
‘

oo”

bh a ae ° &
f . a re ee eo aid

Bas orn oak “4
| SCR OMER CODY"" “PLEASE RETAIN RECERRT ©
| Mate: 29/40/23 Time: 15: 23 %4
one “88382 oe TID: x#**0318

° sete Sh tse
ee ee 1 -

Pan iad 4S: oe a

eNes core cara Oo emcee RR GEST

4 a *
aA .
- ;
~ oS pa baeett, ees
we sofa yen caster seinen reer EEN:

7
: N Lo
. abe a
y i a a cep pln de pba oe oe
oan : Cup tre p panel pf. :
t feiuts ft Zs Pare then Se co hj Bult - :
yi oe . . : . . ea

spanelectltes - ue in meee aii ‘

2
“or
Beas

7

= Heatie on 2 Not: Required a ° ae

SEIT ACC NNT ITH TofaL SHOWN

ot a mie ete te ek te ge

hy see, EN es Sikatamatniee a oe , :

ee

SF SOR lar He IR SNe ee =

ie yd

eo :
Lig fed aR, Quer e
¢

",Groceries
"Apert Rab boqores |
Any questions pleas? views
ww, TOSCO. coms: tor rs) “4302 “i
VAT Number; GB 2

i 500m 4.79
Heol boa: Sport Raspberry . & 63
1 Tesco Sausage Bacon g & Egg £3.00
Triple 94
Meal Deal b ey 24
Mccoy | s Cheddar & Onion Gra “08
ag Crisps 459 -
Meal Deal 0 0
l ‘a, Soothers Blackcurrant 35
Subtotal: oo £6.95
Savings: “£2.20
__ Promotions; 7 “£2.30
TOTAL oO ee 94.95
Cary £4.25
Clubcard pointe canna on ;
arned: , q
Clubcard points bal ance: 157
Mastercard Debit 0
hun —  * 99900000041010
Umber : | AEKKKEKKKKKRAOT(L
Pan sequence no: 00
Author i sation code: Oo rDO25R
Merchant: = 26284805
A chance to win a £1000 Tosco /

gift car
and collect 25 Clubcard points, car

Visit WwW Fescovl ews, com t's &c

| HINO

Sad

ence

; Mi fi
ae i aie i
4 rae £2 ee
ee a :
i me © ale tat E
} | ig } Hi
Ce eR ETE if
t am y | Ff Fy y

|

i

ear asa

",Groceries
"rh
3

Lo wiry f ! OOOH x*#
we did rday «al
con

aaah ota chanees
; wy aw

py]e mw tel , vs 10

awn. tel Fasda-

. ) a we ae a soem | '
h\C% VA
/\ ord eee
[~~ yo UML d em

fot?

uty ASDA.COM
MANAGER JOF \1 TLEY
TELEPHONE 02392 841800
PORT MOU!
S p. 00% 41 TE, 41 TR. 0914
st. 04583 OP. 00% 41 TE. Ai ae

FOR LIFE 5052-:4°..6184 .
Bee PRINK — 544900u12119L £1. 70V
NOODLES 8801 14303228 ¢1.75D
NOODLES B8t11:°7321077 €1. 750
CRISPS 5y00 3713860L £1.00V
BURRI [0 503¢ ’9400007L 7 50D
byl NOODLE 872; /0015327 £1 40D

MU TIBUY SAYINGS

FIG Meal Deal 3f2 250L -£1.00

¥OU SAYED $1.00
TOTAL £9.40
CARD £9.40
TOTAL EPS £9.40
EPS NO. 4425
AID A0d000000041010
CT-80 CY:9532042FFA6/0B79
Nebit Hastercard
sto Cardholder Yerification
A/C No. *2%x %RRR xxxx 4137 1C
TERMINAL No. 0015659829
AUTHORISATION No.051216
PayPass Contactless
27/01/24 14:05:46
CHANGE DUE £0.00
PLEASE KEEP THIS COPY FOR YOUR RECORDS
No. ITEMS SOLD q
TC# 3742 0302 3483 2369

pets getey: Tepper: FANE iy TUN AUST LER
PRE FATAL
ale qa Ani ea ATEN
Pf HDD DOLE baba opi babs WAL URR TENS ib RB bead
cy pnline at Asda.com for easy
",Groceries
"yO : 8 ST cpa Mie.
Ls '
cht os ow.
or ra
‘ - id
‘ i

a ” oe oy ad .
ee ot rf | a a ;

boat - ; .
ws ove . . ee hye ,
” ; 7
a ° . oP cart ge, ;
. “pS . |
ae : . Bake val a+ a #
an a te _ J eat ry ;
: ey Te nee ;
; . y
, o
: 4 ¢
vy # Zé
, f -
re 7

vo Whi te
oe Vv éley
ger ms a GBS Q396g¢,
You car, win *100 0 of i feeneve hale
Go
Pepsi Max I ouchers.

. '-
wr we a
y HS Bee oy ; L. 99
a
9 Ne 2s ~~ om
-* tn nal B
Cn
7 3 “te, Pa rr rd ow

, s t 58

an we tw a we ne nn ee me Ve
»

NN

wv

Bats Sto are eLEASE RETAIN RECEIPT.

MID: xeaggecss’ «Time: 10:18:51
ins NO: UkIBCSbenseoraTZT = = a
NOQOOOD0OS1o1g «= _REERERTAR2O8
Contact lass a | - . SALE
Amount £1,55 / / |

vena ation Net equi od TH CODE 812096

Pi. I ASE OEBIT ACCOUNT WITH TOTAL SHOWN

ad de omg ov

ee
nee er ke Re ree
ow atten

LES £ - vit 8
VAT RATE SALES ES { es

a ""e ‘ aa A
ee

.
oO
hae -
—_ :
‘»
x

p -
.!
wm Wem te am ae te me mee me mee a

Download the Lidt Pius"" so
to ‘save on your ropes Shop 7

oll aie he elemeiniers & an nr a
A are 7 :

",Groceries
"— ALE STORES
20H WEST STREET
FAREHAM

TSS a
aes Cor CORONA BEER Gat,

To oop cf €& Y dee. <1
1 Ttems |
Card Sal es GBP | 16. AN

B 20.0% Net 43.74 Vat 8.78
*419578 781/050/012/806 12.01.24 16:05

Thank you for shopping at ”
Uritain's Best Value, Supermarket
| FAI diEVerydayAmazing  ~°
Every day, seven young people —
Aged 13-24 are diagnosed with
cancer. If you can, support
Teenage Cancer Trust by
texting ALDI3 to 70490 to donate £3.

y Ae ae 9 ON Oa ime Tee Lee ep ee Att! etme MESO Whee Wee ee a et OE OT ee mee ee ne A Re ae eae MO Re tone < ate gene
"" 7 29

Texts cost the donation amount plus
wne standerd network rate message.
men you text, Teenage Cancer Trust
flay use your telephone number.
to reach you by phone or SNS.
[f you do not wish to recel ve

hh: D5 -q9 Loenit so |
Lal NUdIber: ecg. UL:
Merenanrt Dds «sggs
Tesrag] TO: «a:
KE. No: 1543

S63
QL?y
",Groceries
"3
a Ty

SET Rte cee any,

€ ee See meee -

om a om |
CO ee ee ee ee ee a) O08 Ot GH Oe ei ane om ~

GOSPSCUC » FUCYOJEY]
ARR, ApCo UO} LES | JOU NY
Q0 | ‘Ou soUEMbes Ubd
OTE GH RYH RHE - JOQUINIY

OTOP POCOONOOOY : ‘OIV

Oo 11Ge¢ PIE ISBT SEY

a re es Oe ee ee -~ -

wp ot We ae te Ot Ae oe: Ms yg OO 8 Oe Oe, we ee GT! &

2 “pall tee erie pueodn |]
0% £3 ; 58)
ues a W101
ag BUG L2H

OF , ‘ : SGU Ags

a 88D
ee - isz't e409 ld I

Le gg’ 1s 20

de (ug OUL-I@Us

nad beat Ss
5 SO|BUl4g fT

JOU 8 wnt AMO

¢ 20Ep (0G : deci! IN iy

Seek io mee ‘oer 308 AUK

a Aste | { ego, ree y
aged PA JO LV

Liisin’”

ko A ba? ae 8° late _ :
(¢ DAs. » i:- oy a aan i
",Groceries
"nga to b RG Ga |
Vy, rar) Pevipa 4
Hatches

Pua Obl
TEL: 02392 B33441

DATE: 29/01/2024 STORE: 74

TIME: 4:08:56 PM TILL: 47
OPERATOR: SCO TRANS: 73
oboe YOUR ITEMS eon a ts
Mccoys C&0 €1.15
Co Ham&Cheese WrP £3.50
S/Bck Frap Mocha £1.2
3 Items Total sold £5.90

KHARRERG LEE
pepe rE SAVINGS KHKAE

~£1 90
Meal Deal ~£Q AQ
Nus Discount

Total Savings ~£2.40

Spee NE A TK RE PAYMENT 2H R Hoare
Ori a und ba

CARD PAYMENT ===

, ~ Y
rm rt eee CS
RR ia Cs pe er ELL
wil Ted! a io 3 wd et we oe a ed
ry > o
tele Be ae ai
Bi TS aoe
‘tai ed ele ts tet me ee
. tes :
‘ Sil i Se tad
_ ~ ee RR Om
o
ad
",Groceries
"we OE 7 7 y
rey Ye so, a
o - ?. a 7 fo
a ae
~fr*
- i a4
. ‘ ey)
( oh ay, +3
if et
r
ot ee $0.55
be og, _ cy oF
( pos ae Gee for iddbe Pipa. i Lf re. ad
, Elon She hig be i Cricos GOS paoae
, Pe a Cheesy B. } j . Great ran “yey ad ‘ Lu
Wdowdlocw Greece bo! ee oe oF
i a | M4 Ores GHP Cp “ Gril Or ae j
2 | lao dng Crj apo pe Y
5 Cc Crisps 64.25
# Tesco Grawed Heezn ella & 5.66
Cheese Mix 200¢
£2.80 each .
, Cc Cheese 2 Fer 24.5 © “Ei.
Eas tnans Wafer Thin Cocked Han eo”
O03 en 40
2 Tesco 8 Plain Torrijla Wrars £2.
£1.20 each : 60
i A}
Mini's Bag 125¢ 6S
1 = cadoury Dairy Milk Giant €1.6

Buttons Chocolate Bag 1199
cqwury Bitsa Wispa Chocolate ¢1.65
£1.30

£3.20
Choco

Co cnocalate Bar: , -€0.70
4 Tony's Chocalonely Milk 63.90
Chocolate Caramel Sea Salt

1809
Ce Chocolate — -£0.70
£3.00

1 Testo Sausage Bacon & & Ega

Triple
Heal Deal “£1.17
1  Mecoy's Cheddar & Onion Greb £1.00
Bag Crisps 45q
Heal Dea] -£0 .38
1 Peps! Max No Sugar Cola Bottle £1.55
500 _ 7:
Heal Deal 7 “£0.60
Subtotal: £98.59
oo “KG 90

—

109g ;
27e1s Drumstick Squashi es
Guns original 144g
1 Tony's chocolonely Milk

jate Chip Cookie 180g

Savings:
Promotio

peo nee me ma mee OT at wae
~~

TOTAL:
Card

Com en owe aH

“£6.29

cet Oa ae ae tee OD OE ee ee

£32.90
£32.30
",Groceries
"ae pee

. [Vee is .

AVY bE bere peel a

Vite Lote oso or la? , aod

VAT Wider soe as 2S
Pesto Clee toy y ee ee Ag ot. as
Poothips Sour of. © ees ae
Chios 85g -

Cc Potato Chics - nee
Dorites Tortilla whips  aba/ Un .D
Cheese Sharing Hau Crisps 1653 ee
Oras Vanitla Ccokle Gardaich fee
Biscuits 154g 4 or
Tony: Chocolarely ti lk: 23. o~

ocolate 180; c

Cc Chioco! ate” -20 te
Tony's Chocolocely Milk C3 .24
Chocolate Chip Coukie [80g |
Cc Chocolate Bar -£0 70
Swizzels Drunistick Squashies $4.25
Guns Criginal 1400 _ —_
Cadoury Dairy “ill Giant f1.c2
Buttons Chocalete Bag {199g
Cadoury Bitsa wispa Chicecolate £1.65
Bag 1109
Terry's Chocolate Orange ¢1.60

Mini's Bag 1#5¢ |
Cadoury Caranilk Crisp: 85¢ a a

Cc Chocolate ne
Cadioury Dany Os Oren: .
Chocolate Bar 120.

Cc Chocolate a -£0.15
Pringles Sour Crecin & Onion €2.60
Sharing Crisps 18o¢

Co Crisps | -£1.10
Mccoy 's Checdclae & Onion Grab €1.00
Bag Crisps 49

Heal Deal £0 .2)
Diat Coke ec \Crn| S121)
Heal Deal oe “£0.68
Testo Sausenje Racy & & Eag $3.00
Triple
Heal Deal oo 21.22

Shtatale £31.95
Subtotal : 3 >
Savings: -25 .83

Promotions; -25 85

am Ge 8 FO 0 Gt Be ME fe es Ee

je Geum A
",Groceries
